	date_time	sensor_id	date_time_conv
0	1798945200	b'RS6 '	1957-01-03 03:00:00
22698	2399976000	b'RK2 '	1976-01-20 12:00:00
34469	2722917600	b'MR4 '	1986-04-15 06:00:00
34556	2724883200	b'RRA '	1986-05-08 00:00:00
37701	2806034400	b'MRA '	1988-12-02 06:00:00
37713	2806293600	b'RZ3 '	1988-12-05 06:00:00
41395	2919542400	b'XXX '	1992-07-08 00:00:00
51690	3565944000	b'68.0'	2012-12-31 12:00:00
51829	3571948800	b'28.0'	2013-03-11 00:00:00
51931	3576355200	b'27.0'	2013-05-01 00:00:00
52140	3585643200	b'58.0'	2013-08-16 12:00:00
52381	3598214400	b'nan'	2014-01-09 00:00:00
52987	3624609600	b'90.0'	2014-11-10 12:00:00
55405	3734812800	b'29.0'	2018-05-09 00:00:00
