	date_time	sensor_id	date_time_conv
0	1770109200	b'ICA '	1956-02-04 09:00:00
4865	2170800000	b'IA1 '	1968-10-16 00:00:00
6959	2236464000	b'IA2 '	1970-11-15 00:00:00
13554	2411899200	b'IA4 '	1976-06-06 12:00:00
17189	2498230800	b'W_P '	1979-03-02 17:00:00
20680	2580292800	b'IA6 '	1981-10-07 12:00:00
28758	2790072000	b'IA8 '	1988-05-31 12:00:00
35415	2969262000	b'I32 '	1994-02-03 11:00:00
46251	3275294400	b'MI2 '	2003-10-16 12:00:00
46443	3281083200	b'I42 '	2003-12-22 12:00:00
48480	3352622400	b'I46 '	2006-03-29 12:00:00
52752	3559698000	b'nan'	2012-10-20 05:00:00
52932	3597440400	b'80.0'	2013-12-31 01:00:00
53991	3653985600	b'21.0'	2015-10-16 12:00:00
54845	3686342400	b'29.0'	2016-10-25 00:00:00
55145	3698956800	b'45.0'	2017-03-20 00:00:00
55299	3705004800	b'66.0'	2017-05-29 00:00:00
55640	3726950400	b'63.0'	2018-02-07 00:00:00
57425	3784575600	b'76.0'	2019-12-05 23:00:00
57740	3801769200	b'49.0'	2020-06-21 23:00:00
