	date_time	sensor_id	date_time_conv
0	947795400	b'W_P '	1930-01-13 20:30:00
14149	1366664400	b'U?? '	1943-04-23 21:00:00
24804	1638133200	b'XXX '	1951-11-29 21:00:00
39217	2057529600	b'Z?? '	1965-03-15 00:00:00
45218	2272838400	b'ZF1 '	1972-01-10 00:00:00
46503	2311459200	b'ZF1c'	1973-04-01 00:00:00
52802	2575324800	b'ZJ1 '	1981-08-11 00:00:00
57888	2798064000	b'ZKB '	1988-09-01 00:00:00
64200	3073161600	b'Zml '	1997-05-21 00:00:00
68807	3273955200	b'Zql '	2003-10-01 00:00:00
75643	3565944000	b'87.0'	2012-12-31 12:00:00
76111	3586204800	b'nan'	2013-08-23 00:00:00
76137	3587306400	b'82.0'	2013-09-04 18:00:00
78987	3711222034	b'182.'	2017-08-08 23:00:34
