	date_time	sensor_id	date_time_conv
0	1242684000	b'W_P '	1939-05-19 22:00:00
24104	1961881200	b'XXX '	1962-03-03 23:00:00
24163	1966287600	b'W02 '	1962-04-23 23:00:00
27731	3009898800	b'ZKB '	1995-05-19 19:00:00
29215	3074112000	b'ZK2 '	1997-06-01 00:00:00
29930	3105648000	b'VU3 '	1998-06-01 00:00:00
36783	3395995200	b'ZRg '	2007-08-13 12:00:00
40833	3565944000	b'52.0'	2012-12-31 12:00:00
41056	3575404800	b'nan'	2013-04-20 00:00:00
44261	3711222179	b'152.'	2017-08-08 23:02:59
47525	3846161272	b'154.'	2021-11-17 18:07:52
47544	3846870060	b'54.0'	2021-11-25 23:01:00
