	date_time	sensor_id	date_time_conv
0	889922220	b'ZKBc'	1928-03-15 00:37:00
51078	2958508800	b'ZKB '	1993-10-02 00:00:00
53732	3073377600	b'ZK2 '	1997-05-23 12:00:00
55345	3142540800	b'ZKN '	1999-08-02 00:00:00
58430	3276640800	b'Zml '	2003-11-01 02:00:00
65129	3565944000	b'87.0'	2012-12-31 12:00:00
65369	3576333600	b'52.0'	2013-04-30 18:00:00
65431	3578990400	b'nan'	2013-05-31 12:00:00
68625	3717271519	b'152.'	2017-10-17 23:25:19
70349	3791908800	b'24.0'	2020-02-28 20:00:00
70364	3792256917	b'124.'	2020-03-03 20:41:57
