	date_time	sensor_id	date_time_conv
0	1736521200	b'WRA '	1955-01-11 15:00:00
20766	2483632800	b'RA4 '	1978-09-14 18:00:00
35192	2823249600	b'RRA '	1989-06-19 12:00:00
36743	2874225600	b'RZ3 '	1991-01-30 12:00:00
40141	3113251200	b'XXX '	1998-08-28 00:00:00
46953	3565944000	b'88.0'	2012-12-31 12:00:00
46954	3565987200	b'29.0'	2013-01-01 00:00:00
46991	3567585600	b'89.0'	2013-01-19 12:00:00
46999	3567931200	b'nan'	2013-01-23 12:00:00
47025	3569054400	b'28.0'	2013-02-05 12:00:00
47191	3576225600	b'23.0'	2013-04-29 12:00:00
47707	3602534400	b'26.0'	2014-02-28 00:00:00
47843	3608409600	b'58.0'	2014-05-07 00:00:00
47977	3614198400	b'75.0'	2014-07-13 00:00:00
48379	3632947200	b'38.0'	2015-02-15 00:00:00
48598	3644352000	b'60.0'	2015-06-27 00:00:00
48653	3646814400	b'53.0'	2015-07-25 12:00:00
50839	3741768000	b'90.0'	2018-07-28 12:00:00
51029	3749976000	b'62.0'	2018-10-31 12:00:00
51474	3769327800	b'162.'	2019-06-12 11:30:00
51969	3790712422	b'128.'	2020-02-14 23:40:22
52305	3805183800	b'129.'	2020-07-31 11:30:00
