	date_time	sensor_id	date_time_conv
0	1388451600	b'WI4 '	1944-01-01 01:00:00
14074	2257977600	b'IA1 '	1971-07-22 00:00:00
24026	2533032000	b'IA5 '	1980-04-08 12:00:00
36908	2864422800	b'IA7 '	1990-10-09 01:00:00
48291	3150079200	b'W_P '	1999-10-28 06:00:00
48310	3151720800	b'XXX '	1999-11-16 06:00:00
48311	3157466400	b'I31 '	2000-01-21 18:00:00
52452	3288945600	b'I41 '	2004-03-22 12:00:00
52540	3291624000	b'MI1 '	2004-04-22 12:00:00
59419	3565922400	b'nan'	2012-12-31 06:00:00
59990	3589488000	b'8.0'	2013-09-30 00:00:00
59992	3589531200	b'15.0'	2013-09-30 12:00:00
60014	3590179200	b'2.0'	2013-10-08 00:00:00
62869	3685003200	b'4.0'	2016-10-09 12:00:00
62922	3686511600	b'0.0'	2016-10-26 23:00:00
62946	3687202800	b'10.0'	2016-11-03 23:00:00
63601	3716841600	b'6.0'	2017-10-13 00:00:00
63605	3717014400	b'27.0'	2017-10-15 00:00:00
63839	3728242800	b'21.0'	2018-02-21 23:00:00
64411	3747945600	b'26.0'	2018-10-08 00:00:00
65088	3775766400	b'68.0'	2019-08-26 00:00:00
65206	3782332800	b'3.0'	2019-11-10 00:00:00
65495	3797107200	b'34.0'	2020-04-29 00:00:00
65512	3798532800	b'24.0'	2020-05-15 12:00:00
66353	3846182400	b'45.0'	2021-11-18 00:00:00
