	date_time	sensor_id	date_time_conv
0	1052875800	b'IC2 '	1933-05-14 01:30:00
18671	1992816000	b'IFA '	1963-02-25 00:00:00
23111	2145830400	b'IA2 '	1968-01-01 00:00:00
35793	2497759200	b'W_P '	1979-02-25 06:00:00
36078	2504343600	b'IA4 '	1979-05-12 11:00:00
37138	2528668800	b'IA6 '	1980-02-18 00:00:00
61584	3111994800	b'I32 '	1998-08-13 11:00:00
67254	3274128000	b'MI2 '	2003-10-03 00:00:00
68804	3320092800	b'I42 '	2005-03-18 00:00:00
70515	3367224000	b'I46 '	2006-09-14 12:00:00
75189	3565400400	b'nan'	2012-12-25 05:00:00
75210	3569788800	b'90.0'	2013-02-14 00:00:00
76829	3641158800	b'14.0'	2015-05-21 01:00:00
77063	3649017600	b'17.0'	2015-08-20 00:00:00
79519	3706472340	b'7.0'	2017-06-14 23:39:00
82678	3787560000	b'21.0'	2020-01-09 12:00:00
82862	3791577600	b'112.'	2020-02-25 00:00:00
