	date_time	sensor_id	date_time_conv
0	1561960800	b'U0  '	1949-07-01 06:00:00
8625	2072822400	b'V1R '	1965-09-08 00:00:00
27211	2979676800	b'VC_ '	1994-06-04 00:00:00
33824	3565983600	b'79.0'	2012-12-31 23:00:00
33827	3566246400	b'nan'	2013-01-04 00:00:00
34315	3632079600	b'6.0'	2015-02-04 23:00:00
34365	3637263600	b'74.0'	2015-04-05 23:00:00
34386	3638991600	b'31.0'	2015-04-25 23:00:00
34535	3662924400	b'69.0'	2016-01-27 23:00:00
34676	3676791600	b'77.0'	2016-07-06 11:00:00
35239	3774155218	b'177.'	2019-08-07 08:26:58
