	date_time	sensor_id	date_time_conv
0	1451642400	b'AA63'	1946-01-01 10:00:00
40951	2425586400	b'W__ '	1976-11-11 22:00:00
41598	2436242400	b'AA83'	1977-03-15 06:00:00
47707	2548540800	b'W_R '	1980-10-05 00:00:00
62871	2806459200	b'V8A '	1988-12-07 04:00:00
67050	2889320400	b'VDR '	1991-07-24 05:00:00
77330	3124756800	b'VDT '	1999-01-08 04:00:00
79557	3176924400	b'VDN '	2000-09-02 23:00:00
86581	3316719600	b'VGT '	2005-02-06 23:00:00
98720	3565983600	b'nan'	2012-12-31 23:00:00
98758	3566631600	b'80.0'	2013-01-08 11:00:00
103008	3766333244	b'141.'	2019-05-08 19:40:44
104056	3843867923	b'142.'	2021-10-22 05:05:23
