	date_time	sensor_id	date_time_conv
0	1364731200	b'ZF1 '	1943-04-01 12:00:00
10338	2311459200	b'ZF1c'	1973-04-01 00:00:00
15962	2550182400	b'ZJ1c'	1980-10-24 00:00:00
18594	2663971200	b'US1c'	1984-06-02 00:00:00
25916	2976912000	b'Zml '	1994-05-03 00:00:00
25948	2978337600	b'ZMWc'	1994-05-19 12:00:00
27471	3044563200	b'Zmv '	1996-06-24 00:00:00
32871	3273418800	b'Zql '	2003-09-24 19:00:00
32884	3273955200	b'ZQl '	2003-10-01 00:00:00
33623	3305124000	b'ZRL '	2004-09-25 18:00:00
39772	3565944000	b'11.0'	2012-12-31 12:00:00
40063	3578515200	b'nan'	2013-05-26 00:00:00
