	date_time	sensor_id	date_time_conv
0	2805926400	b'RRA '	1988-12-01 00:00:00
655	2820376800	b'MRr '	1989-05-17 06:00:00
3431	2919283200	b'RZ3 '	1992-07-05 00:00:00
6227	3050438400	b'XXX '	1996-08-31 00:00:00
6228	3060720000	b'WRZ '	1996-12-28 00:00:00
12685	3471249600	b'RZW '	2009-12-31 12:00:00
14863	3565944000	b'27.0'	2012-12-31 12:00:00
14875	3566462400	b'nan'	2013-01-06 12:00:00
14904	3567715200	b'88.0'	2013-01-21 00:00:00
15119	3577003200	b'89.0'	2013-05-08 12:00:00
15133	3577608000	b'69.0'	2013-05-15 12:00:00
15179	3579595200	b'28.0'	2013-06-07 12:00:00
15367	3587716800	b'29.0'	2013-09-09 12:00:00
16242	3625992000	b'90.0'	2014-11-26 12:00:00
16759	3652430400	b'62.0'	2015-09-28 12:00:00
17785	3697272000	b'60.0'	2017-02-28 12:00:00
19471	3775375800	b'162.'	2019-08-21 11:30:00
