	date_time	sensor_id	date_time_conv
0	2746483200	b'V8A '	1987-01-13 00:00:00
717	2994274800	b'VCV '	1994-11-19 23:00:00
900	3002266800	b'XXX '	1995-02-20 11:00:00
1277	3088580400	b'VCG '	1997-11-15 11:00:00
2462	3404199600	b'VNG '	2007-11-16 11:00:00
3038	3565036800	b'nan'	2012-12-21 00:00:00
3039	3566332800	b'80.0'	2013-01-05 00:00:00
3962	3726342000	b'23.0'	2018-01-30 23:00:00
3978	3727076400	b'14.0'	2018-02-08 11:00:00
4003	3750490872	b'123.'	2018-11-06 11:01:12
4685	3849592271	b'141.'	2021-12-27 11:11:11
