	date_time	sensor_id	date_time_conv
0	1105056000	b'J56 '	1935-01-08 00:00:00
23726	2561371200	b'J80 '	1981-03-02 12:00:00
40228	2930860800	b'J93 '	1992-11-16 00:00:00
49509	3139819200	b'J99 '	1999-07-01 12:00:00
54543	3252700800	b'J9H '	2003-01-28 00:00:00
55022	3263414400	b'VFG '	2003-06-01 00:00:00
55924	3282508800	b'VGG '	2004-01-08 00:00:00
55958	3283243200	b'VN8 '	2004-01-16 12:00:00
57629	3350008800	b'VNg '	2006-02-27 06:00:00
62732	3565944000	b'30.0'	2012-12-31 12:00:00
62778	3567931200	b'nan'	2013-01-23 12:00:00
63563	3601798200	b'130.'	2014-02-19 11:30:00
65840	3699820800	b'35.0'	2017-03-30 00:00:00
65844	3699991800	b'135.'	2017-03-31 23:30:00
