	date_time	sensor_id	date_time_conv
0	1802012400	b'U4a '	1957-02-07 15:00:00
8849	2321654400	b'ZF1 '	1973-07-28 00:00:00
9543	2366193600	b'ZH1 '	1974-12-25 12:00:00
9648	2372025600	b'XXX '	1975-03-03 00:00:00
13051	2587680000	b'ZJ1 '	1982-01-01 00:00:00
17233	2872101600	b'UAJc'	1991-01-05 22:00:00
20191	3065558400	b'UA5 '	1997-02-22 00:00:00
21319	3132604800	b'UAQ '	1999-04-09 00:00:00
22453	3203884800	b'VC2 '	2001-07-12 00:00:00
23669	3277756800	b'V9g '	2003-11-14 00:00:00
24179	3309336000	b'V9f '	2004-11-13 12:00:00
24367	3317371200	b'VNg '	2005-02-14 12:00:00
28490	3565944000	b'80.0'	2012-12-31 12:00:00
28524	3567412800	b'nan'	2013-01-17 12:00:00
30629	3657648420	b'14.0'	2015-11-27 21:27:00
31562	3697185600	b'23.0'	2017-02-27 12:00:00
