	date_time	sensor_id	date_time_conv
0	1266706800	b'RMT '	1940-02-21 23:00:00
133	1309734000	b'XXX '	1941-07-03 23:00:00
134	1476198000	b'RS3 '	1946-10-12 15:00:00
32508	2667168000	b'MR4 '	1984-07-09 00:00:00
32654	2670408000	b'RK2 '	1984-08-15 12:00:00
32783	2673345600	b'RRA '	1984-09-18 12:00:00
32828	2674468800	b'WRR '	1984-10-01 12:00:00
38667	2826964800	b'MRr '	1989-08-01 12:00:00
40443	3018945600	b'RZ3 '	1995-09-01 12:00:00
48779	3565944000	b'58.0'	2012-12-31 12:00:00
48798	3566764800	b'27.0'	2013-01-10 00:00:00
48824	3567931200	b'nan'	2013-01-23 12:00:00
49315	3603744000	b'28.0'	2014-03-14 00:00:00
50967	3680424000	b'90.0'	2016-08-17 12:00:00
51723	3713212800	b'89.0'	2017-09-01 00:00:00
51724	3713256000	b'60.0'	2017-09-01 12:00:00
52124	3732091200	b'69.0'	2018-04-07 12:00:00
52200	3739003200	b'62.0'	2018-06-26 12:00:00
52424	3758184960	b'162.'	2019-02-03 12:16:00
52443	3759003000	b'160.'	2019-02-12 23:30:00
