	date_time	sensor_id	date_time_conv
0	1739934000	b'MRu '	1955-02-20 03:00:00
23160	2400969600	b'RK5 '	1976-02-01 00:00:00
23707	2413843200	b'RA4 '	1976-06-29 00:00:00
24432	2430842400	b'WRK '	1977-01-11 18:00:00
35368	2724062400	b'MR5 '	1986-04-28 12:00:00
35424	2725358400	b'RRB '	1986-05-13 12:00:00
35537	2728512000	b'WRR '	1986-06-19 00:00:00
41143	2888870400	b'MRr '	1991-07-19 00:00:00
41148	2889172800	b'RR1 '	1991-07-22 12:00:00
42692	3007929600	b'XXX '	1995-04-27 00:00:00
42693	3069360000	b'RZ3 '	1997-04-07 00:00:00
50153	3565944000	b'28.0'	2012-12-31 12:00:00
50199	3567931200	b'nan'	2013-01-23 12:00:00
51373	3624436800	b'58.0'	2014-11-08 12:00:00
51755	3644352000	b'53.0'	2015-06-27 00:00:00
52758	3690316800	b'90.0'	2016-12-10 00:00:00
53022	3701851200	b'68.0'	2017-04-22 12:00:00
53954	3743452800	b'23.0'	2018-08-17 00:00:00
54116	3750494400	b'88.0'	2018-11-06 12:00:00
54633	3772956606	b'119.'	2019-07-24 11:30:06
54634	3773001600	b'19.0'	2019-07-25 00:00:00
