	date_time	sensor_id	date_time_conv
0	1713485040	b'RA4 '	1954-04-20 00:04:00
26041	2868307200	b'MR2 '	1990-11-23 00:00:00
26050	2868782400	b'RR2 '	1990-11-28 12:00:00
30195	3148545600	b'XXX '	1999-10-10 12:00:00
30353	3255292800	b'RZ3 '	2003-02-27 00:00:00
36514	3565944000	b'27.0'	2012-12-31 12:00:00
36560	3567931200	b'nan'	2013-01-23 12:00:00
37211	3598689600	b'28.0'	2014-01-14 12:00:00
37934	3636187200	b'88.0'	2015-03-24 12:00:00
39022	3690230400	b'90.0'	2016-12-09 00:00:00
39092	3693988800	b'89.0'	2017-01-21 12:00:00
39558	3718656000	b'29.0'	2017-11-03 00:00:00
39657	3724012800	b'58.0'	2018-01-04 00:00:00
39963	3739953600	b'69.0'	2018-07-07 12:00:00
40527	3765700800	b'60.0'	2019-05-01 12:00:00
41175	3795638400	b'62.0'	2020-04-12 00:00:00
41387	3805099200	b'26.0'	2020-07-30 12:00:00
41496	3809892720	b'162.'	2020-09-23 23:32:00
