	date_time	sensor_id	date_time_conv
0	1523066400	b'W_P '	1948-04-07 02:00:00
8865	2512166400	b'IA3 '	1979-08-11 00:00:00
8933	2529230400	b'XXX '	1980-02-24 12:00:00
8939	2552558400	b'IA5 '	1980-11-20 12:00:00
16481	2840400000	b'IA7 '	1990-01-04 00:00:00
18460	2916172800	b'I31 '	1992-05-30 00:00:00
26641	3289201200	b'I42 '	2004-03-25 11:00:00
26685	3292963200	b'MI1 '	2004-05-08 00:00:00
26821	3305754000	b'I41 '	2004-10-03 01:00:00
27971	3364822800	b'W__ '	2006-08-17 17:00:00
30331	3565400400	b'nan'	2012-12-25 05:00:00
34003	3729974400	b'21.0'	2018-03-14 00:00:00
34353	3746347200	b'10.0'	2018-09-19 12:00:00
34744	3775075200	b'12.0'	2019-08-18 00:00:00
34795	3777321600	b'4.0'	2019-09-13 00:00:00
35099	3785184000	b'78.0'	2019-12-13 00:00:00
