	date_time	sensor_id	date_time_conv
0	1677855600	b'RA3 '	1953-03-03 15:00:00
19608	2399976000	b'RK5 '	1976-01-20 12:00:00
29053	2652912000	b'RRB '	1984-01-26 00:00:00
29512	2663409600	b'MR5 '	1984-05-26 12:00:00
29804	2670926400	b'WRK '	1984-08-21 12:00:00
30005	2676196800	b'XXX '	1984-10-21 12:00:00
30099	2690582400	b'WRR '	1985-04-06 00:00:00
36576	2894832000	b'RZ3 '	1991-09-26 00:00:00
41987	3565944000	b'69.0'	2012-12-31 12:00:00
41992	3566160000	b'88.0'	2013-01-03 00:00:00
42004	3566678400	b'nan'	2013-01-09 00:00:00
42276	3578558400	b'29.0'	2013-05-26 12:00:00
43311	3623659200	b'9.0'	2014-10-30 12:00:00
43351	3625387200	b'90.0'	2014-11-19 12:00:00
43531	3637094400	b'70.0'	2015-04-04 00:00:00
43791	3648412800	b'58.0'	2015-08-13 00:00:00
43800	3648801600	b'89.0'	2015-08-17 12:00:00
43864	3651566400	b'60.0'	2015-09-18 12:00:00
44140	3663619200	b'81.0'	2016-02-05 00:00:00
46013	3747470400	b'62.0'	2018-10-02 12:00:00
46197	3757188600	b'162.'	2019-01-22 23:30:00
46441	3767729400	b'129.'	2019-05-24 23:30:00
