	date_time	sensor_id	date_time_conv
0	2540678400	b'ZF1 '	1980-07-06 00:00:00
5119	2830723200	b'CE  '	1989-09-14 00:00:00
9571	3127723200	b'ZK2 '	1999-02-11 12:00:00
9774	3146385600	b'ZKN '	1999-09-15 12:00:00
14640	3543739200	b'VND '	2012-04-18 12:00:00
14902	3563611200	b'83.0'	2012-12-04 12:00:00
14919	3567931200	b'nan'	2013-01-23 12:00:00
14920	3568017600	b'51.0'	2013-01-24 12:00:00
14926	3570523200	b'87.0'	2013-02-22 12:00:00
15228	3617395200	b'82.0'	2014-08-19 00:00:00
15820	3668875200	b'17.0'	2016-04-05 20:00:00
