	date_time	sensor_id	date_time_conv
0	1053173820	b'NCP '	1933-05-17 12:17:00
17804	2478600000	b'V2_ '	1978-07-18 12:00:00
21210	2647123200	b'V8A '	1983-11-20 00:00:00
27343	2916428400	b'VC_ '	1992-06-01 23:00:00
32961	3162279600	b'M__ '	2000-03-17 11:00:00
38199	3392708400	b'VGN '	2007-07-06 11:00:00
38200	3392751600	b'VNl '	2007-07-06 23:00:00
39864	3463340400	b'BFa '	2009-09-30 23:00:00
42245	3565983600	b'77.0'	2012-12-31 23:00:00
42353	3571383600	b'nan'	2013-03-04 11:00:00
43005	3601926321	b'177.'	2014-02-20 23:05:21
