	date_time	sensor_id	date_time_conv
0	1420160520	b'RK5 '	1945-01-02 01:02:00
25645	2425550400	b'RA4 '	1976-11-11 12:00:00
26206	2437732800	b'MRu '	1977-04-01 12:00:00
26962	2455833600	b'WRA '	1977-10-28 00:00:00
37171	2724040800	b'MR5 '	1986-04-28 06:00:00
37210	2724883200	b'RRB '	1986-05-08 00:00:00
43988	2901657600	b'MRr '	1991-12-14 00:00:00
44001	2902219200	b'RR1 '	1991-12-20 12:00:00
48620	3226564800	b'XXX '	2002-03-31 12:00:00
49130	3420532800	b'RZ3 '	2008-05-23 12:00:00
52209	3565944000	b'29.0'	2012-12-31 12:00:00
52255	3567931200	b'nan'	2013-01-23 12:00:00
52405	3574411200	b'89.0'	2013-04-08 12:00:00
52451	3576614400	b'69.0'	2013-05-04 00:00:00
53619	3630873600	b'90.0'	2015-01-22 00:00:00
54582	3675585600	b'60.0'	2016-06-22 12:00:00
55506	3715588800	b'61.0'	2017-09-28 12:00:00
56090	3740904000	b'62.0'	2018-07-18 12:00:00
56654	3765267060	b'160.'	2019-04-26 11:31:00
56736	3768810120	b'162.'	2019-06-06 11:42:00
