	date_time	sensor_id	date_time_conv
0	1769850000	b'W_P '	1956-02-01 09:00:00
17821	3103268400	b'XXX '	1998-05-04 11:00:00
29726	3565965600	b'nan'	2012-12-31 18:00:00
34360	3712957200	b'21.0'	2017-08-29 01:00:00
34387	3713821200	b'0.0'	2017-09-08 01:00:00
34417	3714771600	b'24.0'	2017-09-19 01:00:00
35214	3739734000	b'14.0'	2018-07-04 23:00:00
35866	3763843200	b'26.0'	2019-04-10 00:00:00
35879	3764275200	b'23.0'	2019-04-15 00:00:00
35890	3764703600	b'28.0'	2019-04-19 23:00:00
35925	3765744000	b'25.0'	2019-05-02 00:00:00
36578	3787948800	b'20.0'	2020-01-14 00:00:00
36614	3789244800	b'112.'	2020-01-29 00:00:00
