	date_time	sensor_id	date_time_conv
0	839950200	b'W1P '	1926-08-14 15:30:00
11989	1154381400	b'NUV '	1936-07-31 21:30:00
16132	1248316200	b'W_P '	1939-07-24 02:30:00
37003	1719694800	b'W02 '	1954-06-30 21:00:00
40013	1786143600	b'??? '	1956-08-07 23:00:00
53293	2282428800	b'ZF1 '	1972-04-30 00:00:00
53970	2311459200	b'ZF1c'	1973-04-01 00:00:00
59710	2558995200	b'ZJ1c'	1981-02-03 00:00:00
65301	2801260800	b'ZKBc'	1988-10-08 00:00:00
66302	2845238400	b'USHc'	1990-03-01 00:00:00
68937	2958422400	b'USH '	1993-10-01 00:00:00
69414	2979417600	b'ZKB '	1994-06-01 00:00:00
71606	3074112000	b'ZK2 '	1997-06-01 00:00:00
72319	3105648000	b'VU3 '	1998-06-01 00:00:00
77665	3336141600	b'ZRg '	2005-09-19 18:00:00
82984	3565944000	b'87.0'	2012-12-31 12:00:00
83182	3574519200	b'82.0'	2013-04-09 18:00:00
83203	3575404800	b'nan'	2013-04-20 00:00:00
86444	3715585527	b'182.'	2017-09-28 11:05:27
