	date_time	sensor_id	date_time_conv
0	1348610400	b'U?? '	1942-09-26 22:00:00
22981	1972166400	b'ZCH '	1962-07-01 00:00:00
23907	1996185600	b'ZDH '	1963-04-05 00:00:00
30375	2274825600	b'ZF1 '	1972-02-02 00:00:00
31223	2311459200	b'ZF1c'	1973-04-01 00:00:00
36771	2551219200	b'ZJ1c'	1980-11-05 00:00:00
42514	2800656000	b'ZKBc'	1988-10-01 00:00:00
46142	2958422400	b'ZKB '	1993-10-01 00:00:00
46745	2983917600	b'VAr '	1994-07-23 02:00:00
47669	3024172800	b'VU1 '	1995-11-01 00:00:00
48368	3054931200	b'ZK2 '	1996-10-22 00:00:00
48773	3073032000	b'VU3 '	1997-05-19 12:00:00
60001	3565944000	b'87.0'	2012-12-31 12:00:00
60088	3569702400	b'nan'	2013-02-13 00:00:00
60238	3576333600	b'52.0'	2013-04-30 18:00:00
63338	3711956856	b'152.'	2017-08-17 11:07:36
65596	3811017600	b'11.0'	2020-10-07 00:00:00
