	date_time	sensor_id	date_time_conv
0	828840600	b'NI1 '	1926-04-08 01:30:00
8460	1467079200	b'IF1 '	1946-06-29 02:00:00
15933	1749243600	b'IF2 '	1955-06-07 21:00:00
32801	2226182400	b'IA1 '	1970-07-19 00:00:00
75605	3282811200	b'MI1 '	2004-01-11 12:00:00
75639	3284190000	b'I31 '	2004-01-27 11:00:00
80931	3448609200	b'FGC '	2009-04-13 11:00:00
83250	3565900800	b'17.0'	2012-12-31 00:00:00
83253	3566091600	b'nan'	2013-01-02 05:00:00
84021	3601756800	b'2.0'	2014-02-19 00:00:00
84429	3623356800	b'5.0'	2014-10-27 00:00:00
