	date_time	sensor_id	date_time_conv
0	1798768800	b'V18 '	1957-01-01 02:00:00
17660	2633299200	b'V8A '	1983-06-13 00:00:00
25843	2989958400	b'VCV '	1994-10-01 00:00:00
27929	3080462400	b'VCL '	1997-08-13 12:00:00
32494	3278530800	b'VCG '	2003-11-22 23:00:00
33602	3326227200	b'VGL '	2005-05-28 00:00:00
40230	3565965600	b'80.0'	2012-12-31 18:00:00
40428	3570264000	b'nan'	2013-02-19 12:00:00
45197	3712302821	b'123.'	2017-08-21 11:13:41
45316	3717313200	b'23.0'	2017-10-18 11:00:00
50111	3836886410	b'124.'	2021-08-02 09:46:50
