	date_time	sensor_id	date_time_conv
0	1548385200	b'RS3 '	1949-01-25 03:00:00
29345	2425032000	b'RA4 '	1976-11-05 12:00:00
34262	2532535200	b'RK5 '	1980-04-02 18:00:00
40305	2709871200	b'WRK '	1985-11-15 06:00:00
42949	2781064800	b'MR5 '	1988-02-17 06:00:00
42987	2781950400	b'RRB '	1988-02-27 12:00:00
45176	2838974400	b'RZ3 '	1989-12-18 12:00:00
45377	2847614400	b'MRr '	1990-03-28 12:00:00
46063	2912457600	b'XXX '	1992-04-17 00:00:00
46362	3157920000	b'VCG '	2000-01-27 00:00:00
47760	3319574400	b'VNg '	2005-03-12 00:00:00
48697	3565900800	b'77.0'	2012-12-31 00:00:00
48734	3569097600	b'nan'	2013-02-06 00:00:00
49676	3652638957	b'177.'	2015-09-30 21:55:57
