	date_time	sensor_id	date_time_conv
0	1546311600	b'RR2 '	1949-01-01 03:00:00
47822	3221553600	b'RZ3 '	2002-02-01 12:00:00
48419	3274344000	b'XXX '	2003-10-05 12:00:00
54449	3565944000	b'69.0'	2012-12-31 12:00:00
54463	3566548800	b'29.0'	2013-01-07 12:00:00
54495	3567931200	b'nan'	2013-01-23 12:00:00
54631	3573806400	b'58.0'	2013-04-01 12:00:00
54660	3575577600	b'89.0'	2013-04-22 00:00:00
54877	3586075200	b'27.0'	2013-08-21 12:00:00
54892	3586723200	b'59.0'	2013-08-29 00:00:00
54894	3586809600	b'28.0'	2013-08-30 00:00:00
54957	3590006400	b'68.0'	2013-10-06 00:00:00
55365	3607804800	b'99.0'	2014-04-30 00:00:00
55779	3625819200	b'90.0'	2014-11-24 12:00:00
56113	3644481600	b'88.0'	2015-06-28 12:00:00
57918	3724099200	b'80.0'	2018-01-05 00:00:00
59105	3777190200	b'162.'	2019-09-11 11:30:00
59135	3778488000	b'62.0'	2019-09-26 12:00:00
