	date_time	sensor_id	date_time_conv
0	1888185600	b'W__ '	1959-11-02 00:00:00
17017	2858281200	b'ZJtc'	1990-07-29 23:00:00
17202	2862345600	b'UAA '	1990-09-15 00:00:00
22664	3000218400	b'XXX '	1995-01-27 18:00:00
22815	3016569600	b'ZJTc'	1995-08-05 00:00:00
24052	3058473600	b'UAJ '	1996-12-02 00:00:00
24994	3086380800	b'VAr '	1997-10-21 00:00:00
29924	3254428800	b'Vhr '	2003-02-17 00:00:00
37078	3522031200	b'BFI '	2011-08-11 06:00:00
38343	3565965600	b'nan'	2012-12-31 18:00:00
40735	3676492800	b'97.0'	2016-07-03 00:00:00
42740	3770496000	b'5.0'	2019-06-26 00:00:00
43191	3791318400	b'30.0'	2020-02-22 00:00:00
44064	3822768000	b'79.0'	2021-02-20 00:00:00
