	date_time	sensor_id	date_time_conv
0	917532000	b'W_P '	1929-01-28 14:00:00
12199	1280959200	b'U?? '	1940-08-04 22:00:00
37378	1904601600	b'??? '	1960-05-10 00:00:00
38961	1972166400	b'ZCH '	1962-07-01 00:00:00
39795	2007590400	b'ZDH '	1963-08-15 00:00:00
59414	2800656000	b'ZKB '	1988-10-01 00:00:00
65606	3074112000	b'ZK2 '	1997-06-01 00:00:00
77062	3565944000	b'87.0'	2012-12-31 12:00:00
77246	3573828000	b'52.0'	2013-04-01 18:00:00
77284	3575404800	b'nan'	2013-04-20 00:00:00
77422	3581366400	b'66.0'	2013-06-28 00:00:00
80890	3730791954	b'152.'	2018-03-23 11:05:54
83519	3843665673	b'141.'	2021-10-19 20:54:33
