	date_time	sensor_id	date_time_conv
0	634654800	b'VC_ '	1920-02-11 13:00:00
49867	3565980000	b'17.0'	2012-12-31 22:00:00
49868	3565987200	b'nan'	2013-01-01 00:00:00
49874	3566289600	b'80.0'	2013-01-04 12:00:00
49887	3566890800	b'90.0'	2013-01-11 11:00:00
50038	3574148400	b'23.0'	2013-04-05 11:00:00
50207	3583566000	b'27.0'	2013-07-23 11:00:00
50309	3590218800	b'26.0'	2013-10-08 11:00:00
50457	3599290800	b'31.0'	2014-01-21 11:00:00
52255	3683358000	b'30.0'	2016-09-20 11:00:00
53456	3756110400	b'7.0'	2019-01-10 12:00:00
53474	3757140000	b'10.0'	2019-01-22 10:00:00
53515	3760041600	b'33.0'	2019-02-25 00:00:00
53894	3781375200	b'0.0'	2019-10-29 22:00:00
53908	3782545200	b'40.0'	2019-11-12 11:00:00
54478	3820042864	b'134.'	2021-01-19 11:01:04
54547	3824060400	b'34.0'	2021-03-06 23:00:00
54550	3824364583	b'123.'	2021-03-10 11:29:43
54798	3839871600	b'36.0'	2021-09-05 23:00:00
