	date_time	sensor_id	date_time_conv
0	845841600	b'W_P '	1926-10-21 20:00:00
29252	1673816400	b'??? '	1953-01-15 21:00:00
40240	1972166400	b'ZCH '	1962-07-01 00:00:00
42427	2065651200	b'ZDH '	1965-06-17 00:00:00
45228	2186395200	b'XXX '	1969-04-14 12:00:00
52321	3000153600	b'ZKB '	1995-01-27 00:00:00
54038	3073312800	b'ZK2 '	1997-05-22 18:00:00
54757	3104492400	b'VU3 '	1998-05-18 15:00:00
61168	3377851200	b'ZRg '	2007-01-15 12:00:00
65591	3565944000	b'87.0'	2012-12-31 12:00:00
65832	3576333600	b'52.0'	2013-04-30 18:00:00
65894	3578990400	b'nan'	2013-05-31 12:00:00
65948	3581409600	b'70.0'	2013-06-28 12:00:00
68963	3711265419	b'152.'	2017-08-09 11:03:39
