	date_time	sensor_id	date_time_conv
0	1504989060	b'UD5 '	1947-09-10 20:31:00
9062	1738011600	b'UBD '	1955-01-28 21:00:00
16114	1927152000	b'ZC1 '	1961-01-26 00:00:00
18279	2016057600	b'Ucl '	1963-11-21 00:00:00
19812	2079907200	b'ZDT '	1965-11-29 00:00:00
26195	2291760000	b'ZFT '	1972-08-16 00:00:00
26838	2311459200	b'ZFTc'	1973-04-01 00:00:00
28853	2397168000	b'ZHTc'	1975-12-19 00:00:00
32894	2569622400	b'ZJTc'	1981-06-06 00:00:00
36522	2724710400	b'ZKAc'	1986-05-06 00:00:00
38240	2798064000	b'ZKBc'	1988-09-01 00:00:00
42019	2958422400	b'ZKB '	1993-10-01 00:00:00
44664	3073312800	b'ZK2 '	1997-05-22 18:00:00
45407	3105648000	b'VU3 '	1998-06-01 00:00:00
52596	3415694400	b'XXX '	2008-03-28 12:00:00
52597	3416558400	b'ZRg '	2008-04-07 12:00:00
56141	3565944000	b'87.0'	2012-12-31 12:00:00
56299	3572683200	b'nan'	2013-03-19 12:00:00
56639	3587209200	b'82.0'	2013-09-03 15:00:00
60046	3730792306	b'182.'	2018-03-23 11:11:46
