file_statid	station_id	station_name	latitude	longitude	elevation	original_lat	original_lon	distance_km	lat_file	lon_file	inventory	WIGOS	WMO_id	WIGOS_calc	file_min_date	file_max_date	start_date	end_date	isRadio	WIGOS_best	city	variables
72402	13798	ASSATEAGUE BEACH	37.87	-75.37	6.096			12.2	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-13798	19790101	20211231	19390701.0	19461231.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	13755	CHINCOTEAGUE NAS	37.8	-75.47	14.9352			14.8	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-13755	19790101	20211231	19450101.0	19460101.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	13755	CHINCOTEAGUE NAS	37.8	-75.47	13.1064			14.8	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-13755	19790101	20211231	19430301.0	19450101.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	93713	PARKSLEY	37.78	-75.67	11.8872			23.6	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-93713	19790101	20211231	19421001.0	19430831.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	13797	SNOW HILL	38.17	-75.38	6.096			27.8	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-13797	19790101	20211231	19441231.0	19450801.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	13797	SNOW HILL	38.17	-75.38	6.096			27.8	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-13797	19790101	20211231	19400101.0	19400228.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	13797	SNOW HILL	38.17	-75.38	7.9248			27.8	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-13797	19790101	20211231	19380101.0	19400101.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	13797	SNOW HILL	38.17	-75.38	6.096			27.8	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-13797	19790101	20211231	19450801.0	19470131.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	13797	SNOW HILL	38.17	-75.38	6.096			27.8	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-13797	19790101	20211231	19400228.0	19410101.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	13797	SNOW HILL	38.17	-75.38	6.096			27.8	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-13797	19790101	20211231	19410101.0	19441231.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	13797	SNOW HILL	38.18	-75.4	7.9248			28.4	[37.933, 37.85]	[-75.48, -75.483]	WBAN			0-20500-0-13797	19790101	20211231	19480601.0	19481231.0		0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402									[37.933, 37.85]	[-75.48, -75.483]	CHUAN			0-20400-0-nan	19790101	20211231				0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	73401	(made up station ID) Assawoman - Chesser Farm, 30485 Chesser Rd., Assawoman, VA  23303 - Univ. of Wisconsin CLASS radiosondes in CAMEX	37.878	-75.536	-999.0			7.7	[37.933, 37.85]	[-75.48, -75.483]	SCHROEDER		73401.0	0-20600-0-73401	19790101	20211231				0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	74595	(made up station ID) Wallops Flight Facility - Launch Pad Site (Operated by NASA Goddard Space Flight Center), Wallops Island, VA	37.8437	-75.479	-999.0			9.9	[37.933, 37.85]	[-75.48, -75.483]	SCHROEDER		74595.0	0-20600-0-74595	19790101	20211231				0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	72400	(made up station ID) Wallops Flight Facility - Launch Pad Site ozonesondes (operated by NASA Goddard Space Flight Center), Wallops Island, VA	37.8437	-75.479	-999.0			9.9	[37.933, 37.85]	[-75.48, -75.483]	SCHROEDER		72400.0	0-20600-0-72400	19790101	20211231				0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402	72402	KWAL Wallops Flight Facility - Launch Pad Site (operated by NASA Goddard Space Flight Center), Wallops Island, VA	37.8437	-75.479	-999.0			9.9	[37.933, 37.85]	[-75.48, -75.483]	SCHROEDER		72402.0	0-20600-0-72402	19790101	20211231				0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
72402									[37.933, 37.85]	[-75.48, -75.483]	WMO			0-20700-0-nan	19790101	20211231				0-20000-0-72402	salisbury	[36, 38, 39, 85, 104, 105, 106, 107, 117]
