level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
0	0		Candle Lake - Sno-Drifters Lodge BOREAS site (NE of Prince Albert), Saskatchewan, Canada	53.73	-105.27	-999.0				71146.0				0.0		0-20600-0-71146	SCHROEDER	prince albert	67.0	53.2	-105.75		71146.0	2274.0	1993-08-16 00:00:00	1996-07-08 00:00:00
