	date_time	sensor_id	value
0	1993-12-31 23:00:00	VDT 	1
1	1994-01-01 05:00:00	VDT 	1
2	1994-01-01 11:00:00	VDT 	1
3	1994-01-01 17:00:00	VDT 	1
4	1994-01-01 23:00:00	VDT 	1
5	1994-01-02 05:00:00	VDT 	1
6	1994-01-02 11:00:00	VDT 	1
7	1994-01-02 17:00:00	VDT 	1
8	1994-01-02 23:00:00	VDT 	1
9	1994-01-03 05:00:00	VDT 	1
10	1994-01-03 11:00:00	VDT 	1
11	1994-01-03 17:00:00	VDT 	1
12	1994-01-04 00:00:00	VDT 	1
13	1994-01-04 05:00:00	VDT 	1
14	1994-01-04 11:00:00	VDT 	1
15	1994-01-04 17:00:00	VDT 	1
16	1994-01-05 00:00:00	VDT 	1
17	1994-01-05 05:00:00	VDT 	1
18	1994-01-05 11:00:00	VDT 	1
19	1994-01-05 17:00:00	VDT 	1
20	1994-01-05 23:00:00	VDT 	1
21	1994-01-06 05:00:00	VDT 	1
22	1994-01-06 11:00:00	VDT 	1
23	1994-01-06 17:00:00	VDT 	1
24	1994-01-06 23:00:00	VDT 	1
25	1994-01-07 05:00:00	VDT 	1
26	1994-01-07 11:00:00	VDT 	1
27	1994-01-07 18:00:00	VDT 	1
28	1994-01-07 23:00:00	VDT 	1
29	1994-01-08 05:00:00	VDT 	1
30	1994-01-08 11:00:00	VDT 	1
31	1994-01-08 17:00:00	VDT 	1
32	1994-01-08 23:00:00	VDT 	1
33	1994-01-09 05:00:00	VDT 	1
34	1994-01-09 12:00:00	VDT 	1
35	1994-01-09 17:00:00	VDT 	1
36	1994-01-09 23:00:00	VDT 	1
37	1994-01-10 05:00:00	VDT 	1
38	1994-01-10 11:00:00	VDT 	1
39	1994-01-10 17:00:00	VDT 	1
40	1994-01-10 23:00:00	VDT 	1
41	1994-01-11 05:00:00	VDT 	1
42	1994-01-11 11:00:00	VDT 	1
43	1994-01-11 17:00:00	VDT 	1
44	1994-01-11 23:00:00	VDT 	1
45	1994-01-12 05:00:00	VDT 	1
46	1994-01-12 11:00:00	VDT 	1
47	1994-01-12 17:00:00	VDT 	1
48	1994-01-12 23:00:00	VDT 	1
49	1994-01-13 05:00:00	VDT 	1
50	1994-01-13 11:00:00	VDT 	1
51	1994-01-13 17:00:00	VDT 	1
52	1994-01-13 23:00:00	VDT 	1
53	1994-01-14 05:00:00	VDT 	1
54	1994-01-14 11:00:00	VDT 	1
55	1994-01-14 17:00:00	VDT 	1
56	1994-01-14 23:00:00	VDT 	1
57	1994-01-15 05:00:00	VDT 	1
58	1994-01-15 11:00:00	VDT 	1
59	1994-01-15 17:00:00	VDT 	1
60	1994-01-15 23:00:00	VDT 	1
61	1994-01-16 05:00:00	VDT 	1
62	1994-01-16 11:00:00	VDT 	1
63	1994-01-16 17:00:00	VDT 	1
64	1994-01-16 23:00:00	VDT 	1
65	1994-01-17 06:00:00	VDT 	1
66	1994-01-17 11:00:00	VDT 	1
67	1994-01-17 17:00:00	VDT 	1
68	1994-01-17 23:00:00	VDT 	1
69	1994-01-18 05:00:00	VDT 	1
70	1994-01-18 11:00:00	VDT 	1
71	1994-01-18 18:00:00	VDT 	1
72	1994-01-18 23:00:00	VDT 	1
73	1994-01-19 05:00:00	VDT 	1
74	1994-01-19 11:00:00	VDT 	1
75	1994-01-19 17:00:00	VDT 	1
76	1994-01-19 23:00:00	VDT 	1
77	1994-01-20 05:00:00	VDT 	1
