index	alternative_name	bbox_max_latitude	bbox_max_longitude	bbox_min_latitude	bbox_min_longitude	city	comment	contact	end_date	latitude	local_gravity	longitude	measuring_system_id	measuring_system_model	metadata_contact	metadata_contact_role	observed_variables	observing_frequency	operating_institute	operating_territory	optional_data	platform_sub_type	platform_type	primary_id	primary_id_scheme	record_number	reporting_time	role	secondary_id	start_date	station_abbreviation	station_automation	station_crs	station_name	station_type	telecommunication_method	file	secondary_id_scheme
b''	b'-1'	32.480000000000004	45.569460664110395	31.48	44.390539335889606	b'Baghdad'	b'NA'	b'NA'	b'1956-05-31'	31.98	b'NA'	44.98	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'-1'	b'-1'	63	0	b'0-20000-0-40672'	b'5'	675	63	b'NA'	b'40672'	b'1949-02-02'	b'-1'	1	0	b'DIWANIYA'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-40672_CEUAS_merged_v0.nc	
b''	b'[]'	22.120001000000002	86.1178400218718	21.120001000000002	85.04216397812819	b'Noamundi'	b'NA'	b'NA'	b'1995-11-20'	21.62	b'NA'	85.58	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-42891'	b'5'	1802	63	b'NA'	42891	b'1985-05-22'	b'[]'	1	0	b'KEONGJHARGARH'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-42891_CEUAS_merged_v0.nc	
b''	b'[]'	14.020000457763672	106.48425194575846	13.020000457763672	105.45575049564779	b'Lumphat'	b'NA'	b'NA'	b'1970-01-27'	13.52	b'NA'	105.97	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-48972'	b'5'	1481	63	b'NA'	b'1:48972'	b'1969-10-21'	b'[]'	1	0	b'STUNG TRENG'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-48972_CEUAS_merged_v0.nc	
b''	b'[]'	-64.269997	-62.90698985695615	-65.269997	-65.25301414304384	b'Ushuaia'	b'NA'	b'NA'	b'1987-09-27'	-64.77	b'NA'	-64.08	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-89061'	b'5'	4181	63	b'NA'	89061	b'1987-08-17'	b'[]'	1	0	b'PALMER STATION'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-89061_CEUAS_merged_v0.nc	
b''	b'-1'	36.22	141.46585472430854	35.22	140.23414527569145	b'Choshi'	b'NA'	b'NA'	b'1944-10-28'	35.72	b'NA'	140.85	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'-1'	b'-1'	63	0	b'0-20000-0-47648'	b'5'	946	63	b'NA'	b'47648'	b'1935-01-07'	b'-1'	1	0	b'CHOSHI'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-47648_CEUAS_merged_v0.nc	
b''	b'[]'	51.950001	4.372314078785029	50.950001	2.7676859212149694	b'Vlissingen'	b'NA'	b'NA'	b'1929-05-26'	51.45	b'NA'	3.57	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-06310'	b'5'	1299	63	b'NA'	b'C:5759'	b'1928-06-11'	b'[]'	1	0	b'VLISSINGEN AWS'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-06310_CEUAS_merged_v0.nc	
b''	b'-1'	44.27	143.06240326417998	43.27	141.67759673582003	b'Asahikawa'	b'NA'	b'NA'	b'1941-07-21'	43.77	b'NA'	142.37	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'-1'	b'-1'	63	0	b'0-20000-0-47407'	b'5'	920	63	b'NA'	b'47407'	b'1922-07-10'	b'-1'	1	0	b'ASAHIKAWA'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-47407_CEUAS_merged_v0.nc	
b''	b'[]'	30.02	-90.0954067170475	29.02	-91.24458928295252	b'Houma'	b'NA'	b'NA'	b'1945-07-31'	29.52	b'NA'	-90.67	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20500-0-12927'	b'2'	318	63	b'NA'	b'2:12927'	b'1943-06-01'	b'[]'	1	0	b'HOUMA NAS'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20500-0-12927_CEUAS_merged_v0.nc	
b''	b'[]'	28.98	-81.88115818523423	27.98	-83.01883581476577	b'Spring Hill'	b'NA'	b'NA'	b'1944-03-13'	28.48	b'NA'	-82.45	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20500-0-12818'	b'2'	908	63	b'NA'	b'2:12818'	b'1943-12-19'	b'[]'	1	0	b'BROOKSVILLE HERNANDO'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20500-0-12818_CEUAS_merged_v0.nc	
b''	b'[]'	25.92	101.2835991259187	24.92	100.17640687408131	b'Dali'	b'NA'	b'NA'	b'1945-10-17'	25.42	b'NA'	100.73	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20500-0-42005'	b'2'	1777	63	b'NA'	b'2:42005'	b'1943-08-02'	b'[]'	1	0	b'YUNNANYI'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20500-0-42005_CEUAS_merged_v0.nc	
b''	b'[]'	26.29999923706055	-108.54463962494069	25.29999923706055	-109.6553573233015	b'Los Mochis'	b'NA'	b'NA'	b'1965-03-11'	25.8	b'NA'	-109.1	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-76370'	b'5'	6653	63	b'NA'	b'76361'	b'1963-02-28'	b'[]'	1	0	b'TOPOLOBAMPO'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-76370_CEUAS_merged_v0.nc	
b''	b'[]'	52.9000015258789	137.3194771455598	51.9000015258789	135.6805228544402	b'Solnechnyy'	b'NA'	b'NA'	b'1968-03-03'	52.4	b'NA'	136.5	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-31416'	b'5'	863	63	b'NA'	b'1:31416'	b'1962-08-18'	b'[]'	1	0	b'IM POLINY OSIPENKO'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-31416_CEUAS_merged_v0.nc	
b''	b'[]'	53.93	15.389201535376289	52.93	13.71079846462371	b'Szczecin'	b'NA'	b'NA'	b'1934-06-29'	53.43	b'NA'	14.55	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-12205'	b'5'	1283	63	b'NA'	b'C:5749'	b'1927-05-21'	b'[]'	1	0	b'SZCZECIN'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-12205_CEUAS_merged_v0.nc	
b''	b'[]'	26.82	128.22782719623777	25.82	127.11216880376226	b'Urasoe'	b'NA'	b'NA'	b'1945-05-31'	26.32	b'NA'	127.67	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-47933'	b'5'	1801	63	b'NA'	b'2:42205'	b'1945-03-31'	b'[]'	1	0	b'FUTENMA'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-47933_CEUAS_merged_v0.nc	
b''	b'[]'	1.33	73.50005246732275	0.33	72.49994753267725	b'Male'	b'NA'	b'NA'	b'1946-12-01'	0.83	b'NA'	73.0	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-43588'	b'5'	1077	63	b'NA'	b'6:20567'	b'1944-01-01'	b'[]'	1	0	b'KAADEDHDHOO'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-43588_CEUAS_merged_v0.nc	
b''	b'[]'	56.669998	16.47810033170354	55.669998	14.681899668296461	b'Karlskrona'	b'NA'	b'NA'	b'1931-12-18'	56.17	b'NA'	15.58	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-02667'	b'5'	1315	63	b'NA'	b'C:5691'	b'1931-12-18'	b'[]'	1	0	b'KARLSKRONA-SODERSTJERNA'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-02667_CEUAS_merged_v0.nc	
b''	b'[]'	-12.8	-171.26621883688037	-13.8	-172.2937791631196	b'Apia'	b'NA'	b'NA'	b'1928-03-31'	-13.3	b'NA'	-171.78	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20400-0-5043'	b'4'	742	63	b'NA'	b'C:5043'	b'1925-08-17'	b'[]'	1	0	b'Apia'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20400-0-05043_CEUAS_merged_v0.nc	
b''	b'[]'	-15.56999969482422	34.19033056010832	-16.569999694824222	33.1496657777823	b'Tete'	b'NA'	b'NA'	b'1956-08-09'	-16.07	b'NA'	33.67	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-67262'	b'5'	7747	63	b'NA'	b'C:4830'	b'1953-05-19'	b'[]'	1	0	b'TETE CHINGODZE'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-67262_CEUAS_merged_v0.nc	
b''	b'[]'	35.98	-95.85599038720386	34.98	-97.08401161279612	b'Shawnee'	b'NA'	b'NA'	b'1932-03-31'	35.48	b'NA'	-96.47	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20500-0-93954'	b'2'	1968	63	b'NA'	b'2:93954'	b'1926-10-01'	b'[]'	1	0	b'OK CITY PENN AVENUE'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20500-0-93954_CEUAS_merged_v0.nc	
b''	b'[]'	-77.94999694824219	109.35721551394792	-78.94999694824219	104.3627857067552	b'Hobart'	b'NA'	b'NA'	b'1973-12-29'	-78.45	b'NA'	106.86	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 29]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-89606'	b'5'	2994	63	b'NA'	b'1:89606'	b'1958-01-01'	b'[]'	1	0	b'VOSTOK'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-89606_CEUAS_merged_v0.nc	
b''	b'[]'	30.870001000000002	48.80952301724838	29.870001000000002	47.650476982751606	b'Abadan'	b'NA'	b'NA'	b'1946-02-25'	30.37	b'NA'	48.23	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-40831'	b'5'	1607	63	b'NA'	b'2:33401'	b'1943-11-01'	b'[]'	1	0	b'ABADAN'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-40831_CEUAS_merged_v0.nc	
b''	b'[]'	5.77	18.13212150859061	4.77	17.127876491409395	b'Bossembele'	b'NA'	b'NA'	b'1996-09-06'	5.27	b'NA'	17.63	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-64605'	b'5'	3135	63	b'NA'	64605	b'1979-09-11'	b'[]'	1	0	b'BOSSEMBELE'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-64605_CEUAS_merged_v0.nc	
b''	b'[]'	43.080002	-99.32095967302286	42.080002	-100.67904032697714	b'North Platte'	b'NA'	b'NA'	b'1945-12-15'	42.58	b'NA'	-100.0	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-72567'	b'5'	1387	63	b'NA'	b'2:24001'	b'1943-03-06'	b'[]'	1	0	b'VALENTINE/MILLER,  NE.'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-72567_CEUAS_merged_v0.nc	
b''	b'[]'	64.779999	62.032144792878675	63.779999	59.727857207121325	b'Vuktyl'	b'NA'	b'NA'	b'1991-07-22'	64.28	b'NA'	60.88	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-23527'	b'5'	834	63	b'NA'	23527	b'1981-10-02'	b'[]'	1	0	"b""SARAN-PAUL'"""	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-23527_CEUAS_merged_v0.nc	
b''	b'[]'	28.33	129.44540053964886	27.33	128.31460946035116	b'Naze'	b'NA'	b'NA'	b'1984-03-17'	27.83	b'NA'	128.88	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-47942'	b'5'	2190	63	b'NA'	47907	b'1984-03-17'	b'[]'	1	0	b'OKINOERABU'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-47942_CEUAS_merged_v0.nc	
b''	b'[]'	9.63	-78.72358714667206	8.63	-79.73641885332795	b'Pacora'	b'NA'	b'NA'	b'1945-09-26'	9.13	b'NA'	-79.23	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-78792'	b'5'	810	63	b'NA'	b'2:10708'	b'1942-09-16'	b'[]'	1	0	b'TOCUMEN'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-78792_CEUAS_merged_v0.nc	
b''	b'[]'	-0.8999999999999999	-47.999850700323115	-1.9	-49.00014929967689	b'Belem'	b'NA'	b'NA'	b'1945-03-31'	-1.4	b'NA'	-48.5	b'NA'	b'NA'	b'S. Schroeder'	0	b'[1, 2, 29]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-82191'	b'5'	262	63	b'NA'	b'1:82191'	b'1943-10-09'	b'[]'	1	0	b'BELEM (82191-0)'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-82191_CEUAS_merged_v0.nc	
b''	b'[]'	51.669998	6.267433141759389	50.669998	4.672566858240612	b'Peer'	b'NA'	b'NA'	b'1990-12-19'	51.17	b'NA'	5.47	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-06479'	b'5'	243	63	b'NA'	6479	b'1987-10-23'	b'[]'	1	0	b'KLEINE BROGEL'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-06479_CEUAS_merged_v0.nc	
b''	b'[]'	60.43	-43.63211188714903	59.43	-45.62789011285097	b'Nuuk'	b'NA'	b'NA'	b'1945-12-31'	59.93	b'NA'	-44.63	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-04285'	b'5'	403	63	b'NA'	b'2:16414'	b'1943-12-05'	b'[]'	1	0	b'ANGISSOQ'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-04285_CEUAS_merged_v0.nc	
b''	b'[]'	36.549999	-111.51157068409437	35.549999	-112.74842331590565	b'Flagstaff'	b'NA'	b'NA'	b'1943-06-21'	36.05	b'NA'	-112.13	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20500-0-23143'	b'2'	1351	63	b'NA'	b'2:23143'	b'1942-12-31'	b'[]'	1	0	b'GRAND CANYON HDQS'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20500-0-23143_CEUAS_merged_v0.nc	
b''	b'[]'	25.219998999999998	90.98044118246705	24.219998999999998	89.87955881753298	b'Muktagachha'	b'NA'	b'NA'	b'1998-09-22'	24.72	b'NA'	90.43	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-41886'	b'5'	1636	63	b'NA'	41886	b'1998-09-22'	b'[]'	1	0	b'MYMENSINGH'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-41886_CEUAS_merged_v0.nc	
b''	b'[]'	7.38	82.33362850511891	6.38	81.32637549488108	b'Amparai'	b'NA'	b'NA'	b'2011-12-31'	6.88	b'NA'	81.83	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-43475'	b'5'	4155	63	b'NA'	43475	b'2010-11-10'	b'[]'	1	0	b'POTTUVIL'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-43475_CEUAS_merged_v0.nc	
b''	b'[]'	-25.75	114.35749569304977	-26.75	113.24251030695022	b'Geraldton'	b'NA'	b'NA'	b'1981-03-17'	-26.25	b'NA'	113.8	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-94402'	b'5'	4379	63	b'NA'	94402	b'1981-03-17'	b'[]'	1	0	b'DENHAM'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-94402_CEUAS_merged_v0.nc	
b''	b'[]'	22.57	-83.61046790601995	21.57	-84.68953609398004	b'Guane'	b'NA'	b'NA'	b'1945-11-28'	22.07	b'NA'	-84.15	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-78313'	b'5'	932	63	b'NA'	b'2:12857'	b'1943-11-02'	b'[]'	1	0	b'ISABEL RUBIO, PINAR DEL RIO'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-78313_CEUAS_merged_v0.nc	
b''	b'-1'	34.1	119.63029685348609	33.1	118.42970314651392	b'Huaiyin'	b'NA'	b'NA'	b'1990-02-27'	33.6	b'NA'	119.03	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'-1'	b'-1'	63	0	b'0-20000-0-58141'	b'5'	1301	63	b'NA'	b'58144'	b'1965-08-07'	b'-1'	1	0	b'HUAIYIN'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-58141_CEUAS_merged_v0.nc	
b''	b'[]'	15.02	47.36649481409094	14.02	46.333501185909064	b'Yarim'	b'NA'	b'NA'	b'1982-04-07'	14.52	b'NA'	46.85	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-41437'	b'5'	1451	63	b'NA'	40585	b'1982-04-07'	b'[]'	1	0	b'ATAQ'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-41437_CEUAS_merged_v0.nc	
b''	b'[]'	38.18	-121.06823473354858	37.18	-122.3317592664514	b'Livermore'	b'NA'	b'NA'	b'1945-09-28'	37.68	b'NA'	-121.7	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-72585'	b'5'	1382	63	b'NA'	b'2:23242'	b'1943-08-01'	b'[]'	1	0	b'HAYWARD, CA, HAYWARD EXECUTIVE ARPT'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-72585_CEUAS_merged_v0.nc	
b''	b'[]'	12.87	121.56188659280106	11.87	120.53811940719895	b'Caminawit'	b'NA'	b'NA'	b'1945-12-30'	12.37	b'NA'	121.05	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-98531'	b'5'	954	63	b'NA'	b'2:41202'	b'1944-12-18'	b'[]'	1	0	b'SAN JOSE (98531-0)'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-98531_CEUAS_merged_v0.nc	
b''	b'-1'	17.233	-9.110892304140307	16.233	-10.15510769585969	b'Nioro'	b'NA'	b'NA'	b'1957-12-31'	16.733	b'NA'	-9.633	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'-1'	b'-1'	63	0	b'0-20000-0-61499'	b'5'	1374	63	b'NA'	b'W1499'	b'1952-01-01'	b'-1'	1	0	b'AIOUN EL ATROUSS'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-61499_CEUAS_merged_v0.nc	
b''	b'[]'	26.33	51.825499535570316	25.33	50.71450046442968	b'Khor'	b'NA'	b'NA'	b'2014-03-17'	25.83	b'NA'	51.27	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-41164'	b'5'	1540	63	b'NA'	41164	b'2014-03-17'	b'[]'	1	0	b'ALGUWAYRIYAH'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-41164_CEUAS_merged_v0.nc	
b''	b'[]'	26.700001	128.3072530958675	25.700001	127.1927469041325	b'Nishihara'	b'NA'	b'NA'	b'1947-09-29'	26.2	b'NA'	127.75	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-47937'	b'5'	1803	63	b'NA'	b'2:42210'	b'1945-11-02'	b'[]'	1	0	b'NAHA/ITOKAZU'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-47937_CEUAS_merged_v0.nc	
b''	b'[]'	51.43	6.2933115785941895	50.43	4.7066884214058105	b'Genk'	b'NA'	b'NA'	b'1992-09-08'	50.93	b'NA'	5.5	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-06481'	b'5'	244	63	b'NA'	6481	b'1992-09-08'	b'[]'	1	0	b'GENK'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-06481_CEUAS_merged_v0.nc	
b''	b'-1'	30.55	-101.63935847594522	29.55	-102.79464152405478	b'Del Rio'	b'NA'	b'NA'	b'1935-12-31'	30.05	b'NA'	-102.217	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'-1'	b'-1'	63	0	b'0-20000-0-74730'	b'5'	2491	63	b'NA'	b'23030'	b'1929-01-01'	b'-1'	1	0	b'SANDERSON, TX.'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-74730_CEUAS_merged_v0.nc	
b''	b'[]'	-24.02	152.7595523916399	-25.02	151.66042960836015	b'Bundaberg'	b'NA'	b'NA'	b'1980-12-21'	-24.52	b'NA'	152.20999	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-94387'	b'5'	4375	63	b'NA'	94387	b'1979-08-29'	b'[]'	1	0	b'BUNDABERG AERO'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-94387_CEUAS_merged_v0.nc	
b''	b'[]'	42.799999	-84.57398732901594	41.799999	-85.92601267098406	b'Battle Creek'	b'NA'	b'NA'	b'1945-01-24'	42.3	b'NA'	-85.25	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20500-0-14801'	b'2'	383	63	b'NA'	b'2:14801'	b'1943-06-17'	b'[]'	1	0	b'BATTLE CK KLG FD ANG'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20500-0-14801_CEUAS_merged_v0.nc	
b''	b'[]'	75.18	-93.02756200264973	74.18	-96.81243399735027	b'Yellowknife'	b'NA'	b'NA'	b'1962-12-31'	74.68	b'NA'	-94.92	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 29]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20001-0-71924'	b'5'	1594	63	b'NA'	b'2:17901'	b'1948-01-01'	b'[]'	1	0	b'RESOLUTE UA, NU'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20001-0-71924_CEUAS_merged_v0.nc	
b''	b'[]'	45.75	20.58021341833596	44.75	19.159788581664035	b'Petrovaradin'	b'NA'	b'NA'	b'1927-10-14'	45.25	b'NA'	19.87	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-13168'	b'5'	920	63	b'NA'	b'C:5281'	b'1927-10-14'	b'[]'	1	0	b'NOVI SAD RIMSKI SANCEVI'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-13168_CEUAS_merged_v0.nc	
b''	b'-1'	21.52	-86.31435569752027	20.52	272.61435569752024	b'Cancun'	b'NA'	b'NA'	b'2018-08-09'	21.02	b'NA'	273.15	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112, 1, 2, 59, 29]'	0	b'NMS'	b'-1'	b'-1'	63	0	b'0-20000-0-76595'	b'5'	2185	63	b'NA'	76595	b'1995-04-28'	b'-1'	1	0	b'CANCUN'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-76595_CEUAS_merged_v0.nc	
b''	b'[]'	48.720001	17.270444041771196	47.720001	15.769555958228805	b'Schwechat'	b'NA'	b'NA'	b'1928-11-15'	48.22	b'NA'	16.52	b'NA'	b'NA'	b'S. Schroeder'	0	b'[111, 112]'	0	b'NMS'	b'[]'	b'[]'	63	0	b'0-20000-0-11037'	b'5'	1008	63	b'NA'	b'C:5393'	b'1927-10-26'	b'[]'	1	0	b'GROSSENZERSDORF'	1	29	/raid60/scratch/federico/DATABASE_JANUARY2021_FIXED_sensor/0-20000-0-11037_CEUAS_merged_v0.nc	
