level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max	lat_file	lon_file	file	file_dataset	file_min_date	file_max_date	file_statid	WIGOS_best	variables
0	0																OSCAR	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
0	0		ADAK (NAS)	51.883	-176.65	4.0				70454	1943.0	1996.0	True	0.3		0-20300-0-70454	IGRA2	None	None	None	None	USM00070454					[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
0	0		ADAK AAF	51.88	-176.65	3.9624				25707	19440201.0	19441231.0		0.0		0-20500-0-25707	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
1	1		ADAK	51.88	-176.65	5.1816				25704	19820101.0	19940101.0		0.0		0-20500-0-25704	WBAN	None	None	None	None		70454.0				[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
2	2		ADAK	51.88	-176.65	4.8768				25704	19610101.0	19820101.0		0.0		0-20500-0-25704	WBAN	None	None	None	None		70454.0				[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
3	3		ADAK	51.88	-176.65	3.9624				25704	19520101.0	19610101.0		0.0		0-20500-0-25704	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
4	4		ADAK	51.88	-176.65	4.8768				25704	19500701.0	19520101.0		0.0		0-20500-0-25704	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
5	5		ADAK	51.88	-176.65	5.1816				25704	19940101.0	19950101.0		0.0		0-20500-0-25704	WBAN	None	None	None	None		70454.0				[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
6	6		ADAK	51.88	-176.65	5.1816				25704	19950101.0	19960731.0		0.0		0-20500-0-25704	WBAN	None	None	None	None		70454.0				[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
7	7		ADAK AFB	51.88	-176.65	4.8768				25701	19480101.0	19500630.0		0.0		0-20500-0-25701	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
8	8		ADAK AFB	51.88	-176.65	4.8768				25701	19470101.0	19480101.0		0.0		0-20500-0-25701	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
9	9		ADAK AFB	51.88	-176.65	3.9624				25701	19460101.0	19470101.0		0.0		0-20500-0-25701	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
10	10		ADAK AFB	51.88	-176.65	7.010400000000001				25701	19450101.0	19460101.0		0.0		0-20500-0-25701	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
11	11		ADAK AFB	51.88	-176.65	66.1416				25701	19421001.0	19450101.0		0.0		0-20500-0-25701	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
12	12		ADAK NAS	51.87	-176.65	4.8768				25704	19421001.0	19421231.0		1.1		0-20500-0-25704	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
13	13		ADAK NAS	51.88	-176.63	4.8768				25704	19430101.0	19431231.0		1.4		0-20500-0-25704	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
14	14		ADAK NAS	51.95	-176.6	32.004000000000005				25704	19440101.0	19450930.0		8.5		0-20500-0-25704	WBAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
0	0															0-20400-0-nan	CHUAN	None	None	None	None						[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
0	0		PADK = ADK Adak Naval Air Station - Mitchell Field (Operated by US Navy), AK	51.88	-176.65	-999.0				70454				0.0		0-20600-0-70454	SCHROEDER	None	None	None	None		70454	2248.0	1973-01-01 00:00:00	1989-11-01 00:00:00	[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
0	0		ADAK                     	51.88333333333333	-176.65	-999.0				70454				0.4		0-20700-0-70454	WMO	None	None	None	None		70454	1196.0			[51.88, 51.88]	[-176.65, -176.65]	era5.70454.bfr	bufr	19580501	19781231	70454	0-20300-0-70454	[36, 85, 106, 107]
