level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
0	0		BOOTHVILLE WSCMO CIT	29.3333	-89.4	0.0				72232	1950.0	1988.0	True	0.4		IGRA2	0-20300-0-72232	chalmette	87.1	29.9425	-89.9633333	USM00072232				
0	0	0-20000-0-72232	BATON ROUGE, LA, BATON ROUGE METROPOLITAN, RYAN FIELD ARPT	30.536944444444448	-91.14694444444446	21.0	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	30 32 13N	091 08 49W	72232	999.0	999.0	False	215.3		OSCAR	0-20000-0-72232	chalmette	87.1	29.9425	-89.9633333					
0	0		BOOTHVILLE WSCMO CITY	29.33	-89.4	0.9144000000000001				12884	19650201.0	19650831.0		0.0		WBAN	0-20500-0-12884	chalmette	87.1	29.9425	-89.9633333					
1	1		BOOTHVILLE WSCMO CITY	29.33	-89.4	0.9144000000000001				12884	19650831.0	19660101.0		0.0		WBAN	0-20500-0-12884	chalmette	87.1	29.9425	-89.9633333					
2	2		BOOTHVILLE WSCMO CITY	29.33	-89.4	0.0				12884	19840101.0	19880430.0		0.0		WBAN	0-20500-0-12884	chalmette	87.1	29.9425	-89.9633333		72232.0			
3	3		BOOTHVILLE WSCMO CITY	29.33	-89.4	0.0				12884	19820101.0	19840101.0		0.0		WBAN	0-20500-0-12884	chalmette	87.1	29.9425	-89.9633333		72232.0			
4	4		BOOTHVILLE WSCMO CITY	29.33	-89.4	3.9624				12884	19800101.0	19811231.0		0.0		WBAN	0-20500-0-12884	chalmette	87.1	29.9425	-89.9633333		72232.0			
5	5		BOOTHVILLE WSCMO CITY	29.33	-89.4	3.9624				12884	19710101.0	19800101.0		0.0		WBAN	0-20500-0-12884	chalmette	87.1	29.9425	-89.9633333		72232.0			
6	6		BOOTHVILLE WSCMO CITY	29.33	-89.4	3.9624				12884	19670101.0	19690101.0		0.0		WBAN	0-20500-0-12884	chalmette	87.1	29.9425	-89.9633333		72232.0			
7	7		BOOTHVILLE WSCMO CITY	29.33	-89.4	3.9624				12884	19690101.0	19710101.0		0.0		WBAN	0-20500-0-12884	chalmette	87.1	29.9425	-89.9633333		72232.0			
8	8		BOOTHVILLE WSCMO CITY	29.33	-89.4	0.9144000000000001				12884	19660101.0	19670101.0		0.0		WBAN	0-20500-0-12884	chalmette	87.1	29.9425	-89.9633333					
9	9		BOOTHVILLE ASOS	29.33	-89.41	0.9144000000000001				12884	20040801.0	20050829.0		1.0		WBAN	0-20500-0-12884	chalmette	87.1	29.9425	-89.9633333		72232.0			
10	10		VENICE PHI HELIPORT	29.27	-89.37	3.9624				92807	19840307.0	19950101.0		7.3		WBAN	0-20500-0-92807	chalmette	87.1	29.9425	-89.9633333					
11	11		VENICE PHI HELIPORT	29.27	-89.37	3.9624				92807	19950101.0	19980901.0		7.3		WBAN	0-20500-0-92807	chalmette	87.1	29.9425	-89.9633333					
12	12		VENICE PHI HELIPORT	29.26	-89.36	3.9624				92807	19980901.0	20000321.0		8.7		WBAN	0-20500-0-92807	chalmette	87.1	29.9425	-89.9633333					
13	13		VENICE PHI HELIPORT	29.26	-89.36	3.9624				92807	20000321.0	99991231.0		8.7		WBAN	0-20500-0-92807	chalmette	87.1	29.9425	-89.9633333					
