level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
0	0	0-20000-0-72544	MOLINE/QUAD CITY, IL.	41.45	-90.51666666666667	181.0	Surface land meteorological station (SYNOP), CLIMAT(C), GOS	41 27 00N	090 31 00W	72544	999.0	999.0	False	86.6		OSCAR	0-20000-0-72544	sterling	41.7	41.7886111	-89.6961111					
0	0		BRADFORD FAA AIRPORT	41.23	-89.62	242.0112				14816	19590101.0	19590131.0		27.1		WBAN	0-20500-0-14816	sterling	41.7	41.7886111	-89.6961111					
1	1		BRADFORD FAA AIRPORT	41.23	-89.62	242.0112				14816	19480131.0	19590101.0		27.1		WBAN	0-20500-0-14816	sterling	41.7	41.7886111	-89.6961111					
2	2		BRADFORD FAA AIRPORT	41.23	-89.62	242.0112				14816	19480101.0	19480131.0		27.1		WBAN	0-20500-0-14816	sterling	41.7	41.7886111	-89.6961111					
3	3		BRADFORD	41.23	-89.62	242.0112				14816	19950101.0	99991231.0		27.1		WBAN	0-20500-0-14816	sterling	41.7	41.7886111	-89.6961111					
4	4		BRADFORD	41.23	-89.62	242.0112				14816	19610331.0	19950101.0		27.1		WBAN	0-20500-0-14816	sterling	41.7	41.7886111	-89.6961111					
5	5		BRADFORD	41.23	-89.62	242.0112				14816	19590131.0	19610331.0		27.1		WBAN	0-20500-0-14816	sterling	41.7	41.7886111	-89.6961111					
6	6		BRADFORD	41.23	-89.62	242.0112				14816	19320101.0	19480101.0		27.1		WBAN	0-20500-0-14816	sterling	41.7	41.7886111	-89.6961111					
7	7		BRADFORD	41.23	-89.62	242.0112				14816	19310131.0	19320101.0		27.1		WBAN	0-20500-0-14816	sterling	41.7	41.7886111	-89.6961111					
8	8		BRADFORD	41.23	-89.62	242.0112				14816	19310101.0	19310131.0		27.1		WBAN	0-20500-0-14816	sterling	41.7	41.7886111	-89.6961111					
9	9		PERU IL VALLEY REGIONAL WALTER	41.35	-89.15	199.3392				4899	19940901.0	99991231.0		29.7		WBAN	0-20500-0-4899	sterling	41.7	41.7886111	-89.6961111					
0	0		MOLINE/QUAD CITY ARPT    	41.43333333333333	-90.5	-999.0				72544				85.3		WMO	0-20700-0-72544	sterling	41.7	41.7886111	-89.6961111		72544	3044.0		
