level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
1	1		DETROIT METRO.	42.3167	-83.2333	187.0				72537	1949.0	1972.0	True	14.4		IGRA2	0-20300-0-72537	romulus	3.9	42.2222222	-83.3966667	USM00072537				
2	2		YPSILANTI	42.2333	-83.5333	236.8				14853	1947.0	1947.0	True	15.2		IGRA2	0-20300-0-14853	romulus	3.9	42.2222222	-83.3966667	USW00014853				
0	0		MOUNT CLEMENS SELFRIDGE AFB	42.6	-82.8167	184.7				14804	1919.0	1944.0	True	60.9		IGRA2	0-20300-0-14804	romulus	3.9	42.2222222	-83.3966667	USW00014804				
0	0	0-20000-0-72537	DETROIT/METROPOLITAN, MI.	42.233333333333334	-83.33333333333333	202.0	Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBSN(S)	42 14 00N	083 20 00W	72537	999.0	999.0	False	2.0		OSCAR	0-20000-0-72537	romulus	3.9	42.2222222	-83.3966667					
0	0		Detroit (Dearborn - Ford AP), MI	42.3	-83.22	-999.0				72537				13.9		SCHROEDER	0-20600-0-72537	romulus	3.9	42.2222222	-83.3966667		72537	2588.0	1919-01-17 00:00:00	1972-07-03 00:00:00
0	0		DETROIT METRO WSO AP	42.23	-83.33	197.2056				94847	19590101.0	19730101.0		2.0		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667		72537.0			
1	1		DETROIT METRO WSO AP	42.23	-83.33	197.2056				94847	19920226.0	19920417.0		2.0		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667		72537.0			
2	2		DETROIT METRO WSO AP	42.23	-83.33	197.2056				94847	19730101.0	19920226.0		2.0		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667		72537.0			
3	3		DETROIT METRO AP	42.23	-83.33	192.3288				94847	19980409.0	20020327.0		2.0		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667		72537.0			
4	4		DETROIT METRO AP	42.23	-83.33	192.3288				94847	19961001.0	19980409.0		2.0		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667		72537.0			
5	5		DETROIT METRO AP	42.23	-83.33	192.3288				94847	19950701.0	19961001.0		2.0		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667		72537.0			
6	6		DETROIT METRO AP	42.23	-83.33	192.3288				94847	20020327.0	99991231.0		2.0		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667		72537.0			
7	7		DETROIT METRO AP	42.23	-83.32	192.024				94847	19510101.0	19581003.0		2.7		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667					
8	8		DETROIT METRO AP	42.23	-83.32	193.8528				94847	19420101.0	19420731.0		2.7		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667					
9	9		DETROIT METRO WSCMO	42.23	-83.32	197.2056				94847	19920417.0	19950101.0		2.7		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667		72537.0			
10	10		DETROIT METRO WSCMO	42.23	-83.32	197.2056				94847	19950101.0	19950701.0		2.7		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667		72537.0			
11	11		DETROIT METRO WSO AP	42.23	-83.32	192.024				94847	19581201.0	19581231.0		2.7		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667					
12	12		DETROIT METRO AP	42.23	-83.32	192.024				94847	19581003.0	19581201.0		2.7		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667					
13	13		DETROIT METRO AP	42.25	-83.32	192.9384				94847	19480301.0	19501231.0		4.2		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667					
