level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
14	14		DETROIT METRO AP	42.25	-83.32	202.0824				94847	19301101.0	19411231.0		4.2		WBAN	0-20500-0-94847	romulus	3.9	42.2222222	-83.3966667					
15	15		ROMULUS AAF	42.27	-83.33	198.12				14807	19420801.0	19461031.0		5.8		WBAN	0-20500-0-14807	romulus	3.9	42.2222222	-83.3966667					
16	16		ROMULUS	42.28	-83.38	195.072				94819	10101.0	99991231.0		7.1		WBAN	0-20500-0-94819	romulus	3.9	42.2222222	-83.3966667					
17	17		DETROIT WILLOW RUN	42.23	-83.53	236.8296				14853	19811231.0	19930101.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
18	18		DETROIT WILLOW RUN	42.23	-83.53	236.8296				14853	19470101.0	19480101.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
19	19		DETROIT WILLOW RUN	42.23	-83.53	236.8296				14853	19460101.0	19470101.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
20	20		DETROIT WILLOW RUN	42.23	-83.53	236.8296				14853	19681001.0	19811231.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
21	21		DETROIT WILLOW RUN	42.23	-83.53	218.23680000000002				14853	19930101.0	19950101.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
22	22		DETROIT WILLOW RUN	42.23	-83.53	236.8296				14853	19431231.0	19460101.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
23	23		YPSILANTI WB AIRPORT	42.23	-83.53	236.8296				14853	19480101.0	19500301.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
24	24		DETROIT WBAS WILLOW	42.23	-83.53	236.8296				14853	19500301.0	19680101.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
25	25		DETROIT WBAS WILLOW	42.23	-83.53	236.8296				14853	19680101.0	19681001.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
26	26		DETROIT WILLOW RUN	42.23	-83.53	218.23680000000002				14853	19950101.0	19990311.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
27	27		DETROIT WILLOW RUN	42.23	-83.53	236.8296				14853	19420801.0	19431231.0		14.9		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
28	28		DETROIT WILLOW RUN	42.24	-83.53	218.23680000000002				14853	19990311.0	99991231.0		15.0		WBAN	0-20500-0-14853	romulus	3.9	42.2222222	-83.3966667					
29	29		GROSSE ILE NAS	42.1	-83.17	180.13680000000002				14856	19670101.0	19690930.0		20.0		WBAN	0-20500-0-14856	romulus	3.9	42.2222222	-83.3966667					
30	30		GROSSE ILE NAS	42.1	-83.17	180.13680000000002				14856	19421101.0	19500101.0		20.0		WBAN	0-20500-0-14856	romulus	3.9	42.2222222	-83.3966667					
31	31		GROSSE ILE NAS	42.1	-83.17	181.05120000000002				14856	19500101.0	19670101.0		20.0		WBAN	0-20500-0-14856	romulus	3.9	42.2222222	-83.3966667					
32	32		DETROIT	42.33	-83.05	223.11360000000002				14883	19020101.0	19070101.0		27.6		WBAN	0-20500-0-14883	romulus	3.9	42.2222222	-83.3966667					
33	33		DETROIT	42.33	-83.05	202.0824				14883	18890101.0	18910101.0		27.6		WBAN	0-20500-0-14883	romulus	3.9	42.2222222	-83.3966667					
34	34		DETROIT	42.33	-83.05	220.98000000000002				14883	18910101.0	18960101.0		27.6		WBAN	0-20500-0-14883	romulus	3.9	42.2222222	-83.3966667					
35	35		DETROIT	42.33	-83.05	223.11360000000002				14883	18960101.0	18970101.0		27.6		WBAN	0-20500-0-14883	romulus	3.9	42.2222222	-83.3966667					
36	36		DETROIT	42.33	-83.05	220.98000000000002				14883	18970101.0	19020101.0		27.6		WBAN	0-20500-0-14883	romulus	3.9	42.2222222	-83.3966667					
37	37		DETROIT	42.33	-83.05	238.0488				14883	19070101.0	19331231.0		27.6		WBAN	0-20500-0-14883	romulus	3.9	42.2222222	-83.3966667					
0	0		DETROIT/METROPOLITAN ARP 	42.23333333333333	-83.33333333333333	-999.0				72537				2.0		WMO	0-20700-0-72537	romulus	3.9	42.2222222	-83.3966667		72537	3040.0		
