level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
0	0		GREENVILLE DONALDSON AFB	34.7667	-82.3833	298.1				13822	1943.0	1945.0	True	2.2		IGRA2	0-20300-0-13822	mauldin	6.3	34.778611100000006	-82.3102778	USW00013822				
0	0	0-20000-0-72312	GREENVILLE/GREENVILLE SPARTANBURG, SC.	34.9	-82.21666666666667	296.0	Climatological station, Surface land meteorological station (SYNOP), GOS, GSN, CLIMAT(C), RBCN, RBSN(S)	34 54 00N	082 13 00W	72312	999.0	999.0	False	21.8		OSCAR	0-20000-0-72312	mauldin	6.3	34.778611100000006	-82.3102778					
0	0		GRNVLLE DNLDSN AFB	34.75	-82.37	298.0944				13822	19460701.0	19491231.0		0.0		WBAN	0-20500-0-13822	mauldin	6.3	34.778611100000006	-82.3102778					
1	1		GRNVLLE DNLDSN AFB	34.75	-82.37	298.0944				13822	19420901.0	19460101.0		0.0		WBAN	0-20500-0-13822	mauldin	6.3	34.778611100000006	-82.3102778					
2	2		GRNVLLE DNLDSN AFB	34.75	-82.37	298.0944				13822	19460101.0	19460701.0		0.0		WBAN	0-20500-0-13822	mauldin	6.3	34.778611100000006	-82.3102778					
3	3		GRNVLLE DNLDSN AFB	34.77	-82.37	298.0944				13822	19501101.0	19510101.0		2.2		WBAN	0-20500-0-13822	mauldin	6.3	34.778611100000006	-82.3102778					
4	4		GRNVLLE DNLDSN AFB	34.77	-82.38	298.0944				13822	19510101.0	19630430.0		2.4		WBAN	0-20500-0-13822	mauldin	6.3	34.778611100000006	-82.3102778					
5	5		GREENVILLE	34.83	-82.4	316.992				93873	19170901.0	19260101.0		9.3		WBAN	0-20500-0-93873	mauldin	6.3	34.778611100000006	-82.3102778					
6	6		GREENVILLE	34.83	-82.4	324.9168				93873	19260101.0	19331231.0		9.3		WBAN	0-20500-0-93873	mauldin	6.3	34.778611100000006	-82.3102778					
7	7		GREENVILLE	34.83	-82.4	299.9232				93873	19341001.0	19380101.0		9.3		WBAN	0-20500-0-93873	mauldin	6.3	34.778611100000006	-82.3102778					
8	8		GREENVILLE	34.83	-82.4	302.0568				93873	19380101.0	19411231.0		9.3		WBAN	0-20500-0-93873	mauldin	6.3	34.778611100000006	-82.3102778					
9	9			34.85	-82.35	310.2864				13886	19680101.0	19811231.0		11.2		WBAN	0-20500-0-13886	mauldin	6.3	34.778611100000006	-82.3102778					
10	10		GREENVILLE DOWNTOWN AP	34.85	-82.35	319.4304				13886	19930101.0	19931001.0		11.2		WBAN	0-20500-0-13886	mauldin	6.3	34.778611100000006	-82.3102778					
11	11		GREENVILLE WB AIRPORT	34.85	-82.35	312.1152				13886	19480701.0	19540101.0		11.2		WBAN	0-20500-0-13886	mauldin	6.3	34.778611100000006	-82.3102778					
12	12		GREENVILLE WB AIRPORT	34.85	-82.35	316.0776				13886	19540101.0	19621031.0		11.2		WBAN	0-20500-0-13886	mauldin	6.3	34.778611100000006	-82.3102778					
13	13			34.85	-82.35	311.8104				13886	19420101.0	19480701.0		11.2		WBAN	0-20500-0-13886	mauldin	6.3	34.778611100000006	-82.3102778					
14	14			34.85	-82.35	306.6288				13886	19330801.0	19341231.0		11.2		WBAN	0-20500-0-13886	mauldin	6.3	34.778611100000006	-82.3102778					
15	15		GREENVILLE DOWNTOWN AP	34.85	-82.35	307.848				13886	19920401.0	19930101.0		11.2		WBAN	0-20500-0-13886	mauldin	6.3	34.778611100000006	-82.3102778					
16	16			34.85	-82.35	306.6288				13886	19380501.0	19420101.0		11.2		WBAN	0-20500-0-13886	mauldin	6.3	34.778611100000006	-82.3102778					
17	17			34.85	-82.35	310.2864				13886	19811231.0	19920401.0		11.2		WBAN	0-20500-0-13886	mauldin	6.3	34.778611100000006	-82.3102778					
18	18		GREER	34.88	-82.22	286.512				3870	19960307.0	99991231.0		19.9		WBAN	0-20500-0-3870	mauldin	6.3	34.778611100000006	-82.3102778					
19	19		GRNVL SPART INTL AP	34.88	-82.22	287.7312				3870	19960401.0	99991231.0		19.9		WBAN	0-20500-0-3870	mauldin	6.3	34.778611100000006	-82.3102778		72312.0			
20	20		GRNVL SPART WSO AP	34.9	-82.22	289.56				3870	19950101.0	19960401.0		21.6		WBAN	0-20500-0-3870	mauldin	6.3	34.778611100000006	-82.3102778		72312.0			
21	21		GRNVL SPART WSO AP	34.9	-82.22	289.56				3870	19870624.0	19950101.0		21.6		WBAN	0-20500-0-3870	mauldin	6.3	34.778611100000006	-82.3102778		72312.0			
22	22		GREENVILLE-SPARTANBURGWSO	34.9	-82.22	289.56				3870	19621001.0	19621015.0		21.6		WBAN	0-20500-0-3870	mauldin	6.3	34.778611100000006	-82.3102778		72312.0			
23	23		GREER GREENV'L-SPART	34.9	-82.22	289.56				3870	19620901.0	19621001.0		21.6		WBAN	0-20500-0-3870	mauldin	6.3	34.778611100000006	-82.3102778		72312.0			
24	24		GREENVILLE-SPARTANBURGWSO	34.9	-82.22	289.56				3870	19621015.0	19690101.0		21.6		WBAN	0-20500-0-3870	mauldin	6.3	34.778611100000006	-82.3102778		72312.0			
25	25		GREENVILLE-SPARTANBURGWSO	34.9	-82.22	289.56				3870	19730101.0	19870624.0		21.6		WBAN	0-20500-0-3870	mauldin	6.3	34.778611100000006	-82.3102778		72312.0			
26	26		GREENVILLE-SPARTANBURGWSO	34.9	-82.22	289.56				3870	19690101.0	19730101.0		21.6		WBAN	0-20500-0-3870	mauldin	6.3	34.778611100000006	-82.3102778		72312.0			
0	0		GREER/GREENV'L-SPARTANBR 	34.9	-82.21666666666667	-999.0				72312				21.8		WMO	0-20700-0-72312	mauldin	6.3	34.778611100000006	-82.3102778		72312	2971.0		
