0-20000-0-43194	[4208]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4208
0-20000-0-91939	[4492]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4492
0-20000-0-61979	[4521]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4521
0-20000-0-35394	[4555]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4555
0-20000-0-07108	[4342]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4342
0-20000-0-20353	[4572]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4572
0-20000-0-91939	[4493]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4493
0-20000-0-38457	[4591]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4591
0-20000-0-30636	[4608]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4608
0-20000-0-34009	[4625]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4625
0-20000-0-31004	[4539]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4539
0-20000-0-21432	[4642]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4642
0-20000-0-24817	[4659]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4659
0-20000-0-91939	[4494]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4494
0-20001-0-22522	[4556]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4556
0-20000-0-07024	[4344]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4344
0-20000-0-38328	[4680]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4680
0-20000-0-20292	[4715]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4715
0-20000-0-23205	[4573]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4573
[]	[4698]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4698
0-20000-0-31909	[4592]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4592
0-20000-0-21824	[4732]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4732
[]	[4609]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4609
[]	[4750]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4750
0-20000-0-28952	[4626]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4626
0-20000-0-23022	[4540]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4540
0-20001-0-34731	[4643]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4643
0-20000-0-20353	[4770]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4770
0-20000-0-91939	[4495]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4495
0-20000-0-07747	[4347]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4347
0-20000-0-54161	[4790]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4790
[]	[4716]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4716
0-20000-0-24343	[4660]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4660
0-20000-0-67241	[4832]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4832
0-20000-0-63894	[4812]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4812
0-20000-0-34300	[4557]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4557
0-20000-0-38744	[4681]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4681
0-20001-0-72403	[4851]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4851
0-20000-0-38611	[4699]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4699
0-20000-0-32540	[4574]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4574
[]	[4733]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4733
0-20000-0-37018	[4593]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4593
[]	[4751]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4751
0-20000-0-21824	[4610]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4610
0-20000-0-07108	[4497]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4497
0-20000-0-20674	[4772]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4772
0-20000-0-38062	[4627]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4627
0-20000-0-07761	[4351]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4351
0-20000-0-20353	[4717]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4717
0-20000-0-25563	[4541]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4541
0-20000-0-23330	[4644]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4644
0-20000-0-67297	[4833]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4833
0-20000-0-50527	[4791]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4791
0-20000-0-67323	[4813]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4813
0-20000-0-72550	[4852]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4852
[]	[4665]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4665
0-20000-0-20292	[4734]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4734
0-20000-0-30230	[4558]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4558
0-20000-0-38341	[4682]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4682
0-20000-0-25399	[4753]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4753
0-20000-0-07205	[4498]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4498
[]	[4700]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4700
0-20001-0-29634	[4577]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4577
0-20000-0-24641	[4594]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4594
[]	[4718]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4718
0-20000-0-07761	[4352]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4352
0-20000-0-23022	[4773]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4773
0-20000-0-38687	[4611]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4611
0-20000-0-54337	[4792]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4792
0-20000-0-78325	[4834]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4834
0-20000-0-25551	[4628]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4628
0-20000-0-63820	[4814]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4814
0-20000-0-23933	[4645]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4645
0-20000-0-35746	[4542]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4542
[]	[4735]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4735
0-20000-0-07205	[4499]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4499
0-20000-0-58238	[4854]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4854
0-20000-0-32389	[4559]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4559
0-20000-0-23022	[4754]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4754
[]	[4666]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4666
0-20000-0-07761	[4354]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4354
0-20000-0-20674	[4719]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4719
0-20000-0-38836	[4683]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4683
[]	[4793]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4793
0-20000-0-85223	[4835]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4835
[]	[4774]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4774
0-20000-0-24944	[4578]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4578
0-20000-0-38462	[4701]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4701
0-20000-0-28445	[4595]	/raid60/scratch/leo/scratch/era5/odbs/3188/era5.3188.conv.C:4595
