0-20000-0-24246	[24246]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:24246
0-20000-0-13836	[13836]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13836
0-20000-0-24163	[24163]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:24163
0-20000-0-10806	[10806]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:10806
0-20000-0-13838	[13838]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13838
0-20000-0-26203	[26203]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:26203
[]	[51301]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:51301
0-686-0-61660	[11101]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11101
0-20000-0-13837	[13837]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13837
0-20000-0-25301	[25301]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:25301
0-20000-0-04330	[17203]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:17203
0-20000-0-13841	[13841]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13841
[]	[13719]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13719
0-20000-0-95767	[94772]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.1:94772
[]	[26601]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:26601
0-20000-0-93113	[93113]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:93113
[]	[51302]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:51302
0-20000-0-11501	[11501]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:11501
[]	[13839]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:13839
0-20000-0-32932	[32932]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:32932
0-20000-0-21503	[21503]	/raid60/scratch/leo/scratch/era5/odbs/1759/era5.1759.conv.2:21503
