level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	WIGOS_calc	inventory	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
0	0		Felixstowe	51.95	1.33	5				5132.0	-999-999	-999-999		28.1		0-20400-0-5132	CHUAN	witney	7.6	51.783333	-1.483333		-999			
1	1		Felixstowe	51.97	1.35	0				5591.0	-999-999	-999-999		29.2		0-20400-0-5591	CHUAN	witney	7.6	51.783333	-1.483333		-999			
