level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
0	0		GILA BEND (AAF)	32.933	-112.7	269.0				74724	1973.0	2002.0	True	3.7		IGRA2	0-20300-0-74724	casa grande	103.3	32.8794444	-111.7566667	USM00074724				
0	0	0-20000-0-74724	GILA BEND AAF, AZ.	32.43333333333333	-112.68333333333334		Surface land meteorological station (SYNOP), GOS	32 26 00N	112 41 00W	74724	999.0	999.0	False	51.8		OSCAR	0-20000-0-74724	casa grande	103.3	32.8794444	-111.7566667					
0	0		KGBN Gila Bend Army Air Field (operated by US Army), AZ	32.93	-112.7	-999.0				74724				3.3		SCHROEDER	0-20600-0-74724	casa grande	103.3	32.8794444	-111.7566667		74724.0	3135.0	2010-05-14 00:00:00	2010-05-14 00:00:00
1	1		(made up station ID) Gila Bend - Unified School District NAME pibal site, AZ	32.95	-112.72	-999.0				74726				5.9		SCHROEDER	0-20600-0-74726	casa grande	103.3	32.8794444	-111.7566667		74726.0	3136.0	2004-06-01 00:00:00	2004-06-01 00:00:00
0	0		GILA BEND CAA AP	32.88	-112.72	261.2136				23168	19481101.0	19590101.0		2.9		WBAN	0-20500-0-23168	casa grande	103.3	32.8794444	-111.7566667					
1	1		GILA BEND AAF	32.88	-112.72	261.8232				3148	19950101.0	99991231.0		2.9		WBAN	0-20500-0-3148	casa grande	103.3	32.8794444	-111.7566667		74724.0			
2	2		GILA BEND AAF	32.88	-112.72	261.8232				3148	19830301.0	19950101.0		2.9		WBAN	0-20500-0-3148	casa grande	103.3	32.8794444	-111.7566667		74724.0			
3	3		GILA BEND AIRPORT	32.88	-112.72	261.2136				23168	19480701.0	19481101.0		2.9		WBAN	0-20500-0-23168	casa grande	103.3	32.8794444	-111.7566667					
4	4		GILA BEND FAA AIRPORT	32.88	-112.72	261.2136				23168	19590101.0	19630228.0		2.9		WBAN	0-20500-0-23168	casa grande	103.3	32.8794444	-111.7566667					
5	5		GILA BEND ARPT	32.88	-112.72	261.2136				23168	19440101.0	19480701.0		2.9		WBAN	0-20500-0-23168	casa grande	103.3	32.8794444	-111.7566667					
6	6		GILA BEND AAF	32.93	-112.7	261.2136				3148	19690501.0	19830301.0		3.3		WBAN	0-20500-0-3148	casa grande	103.3	32.8794444	-111.7566667		74724.0			
7	7		GILA BEND AAF	32.93	-112.68	261.2136				3148	19681001.0	19690403.0		3.8		WBAN	0-20500-0-3148	casa grande	103.3	32.8794444	-111.7566667					
8	8		GILA BEND AAF	32.93	-112.68	261.2136				3148	19690403.0	19690501.0		3.8		WBAN	0-20500-0-3148	casa grande	103.3	32.8794444	-111.7566667					
