level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
1	1		KABWE	-14.4167	28.4833	1165.0				67663	1958.0	1982.0	True	4.0		IGRA2	0-20300-0-67663	lusaka	4.0	-15.4166667	28.2833333	ZAM00067663				
0	0		LUSAKA CITY AIRPORT	-15.417	28.317	1280.0				67666	1956.0	2000.0	True	108.3		IGRA2	0-20300-0-67666	lusaka	4.0	-15.4166667	28.2833333	ZAM00067666				
1	1	0-20000-0-67663	KABWE	-14.45	28.466666666666665	1207.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	14 27 00S	028 28 00E	67663	999.0	999.0	False	0.4		OSCAR	0-20000-0-67663	lusaka	4.0	-15.4166667	28.2833333					
2	2	0-894-1-KBWE008	KABWE	-14.45	28.466666666666665	1207.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	14 27 00S	028 28 00E	KBWE008	999.0	999.0	False	0.4		OSCAR	0-894-1-KBWE008	lusaka	4.0	-15.4166667	28.2833333					
3	3	0-894-1-kbw0008	KABWE	-14.45	28.466666666666665	1207.0	Climatological station, Surface land meteorological station (SYNOP), GOS, CLIMAT(C), RBCN, RBSN(S)	14 27 00S	028 28 00E	kbw0008	999.0	999.0	False	0.4		OSCAR	0-894-1-kbw0008	lusaka	4.0	-15.4166667	28.2833333					
4	4	0-20000-0-67662	KABWE AGRIC	-14.4	28.5	1165.0	Climatological station, Surface land meteorological station (SYNOP), GOS, RBCN, RBSN(S)	14 24 00S	028 30 00E	67662	999.0	999.0	False	6.4		OSCAR	0-20000-0-67662	lusaka	4.0	-15.4166667	28.2833333					
0	0	0-20000-0-67666	LUSAKA CITY AIRPORT	-15.416666666666666	28.466666666666665		Climatological station, Upper-air / Radiosonde station, Surface land meteorological station (SYNOP), RBSN(T), GOS, GSN, RBCN	15 25 00S	028 28 00E	67666	999.0	999.0	True	107.0		OSCAR	0-20000-0-67666	lusaka	4.0	-15.4166667	28.2833333					
0	0		Kabwe, Zambia	-14.45	28.47	-999.0				67663				0.0		SCHROEDER	0-20600-0-67663	lusaka	4.0	-15.4166667	28.2833333		67663	2133.0	1977-12-01 00:00:00	1977-12-01 00:00:00
1	1		KABWE/BROKEN HILL        	-14.45	28.466666666666665	-999.0				67663				0.4		WMO	0-20700-0-67663	lusaka	4.0	-15.4166667	28.2833333		67663	406.0		
0	0		LUSAKA CITY              	-15.416666666666666	28.316666666666663	-999.0				67666				108.2		WMO	0-20700-0-67666	lusaka	4.0	-15.4166667	28.2833333		67666	4772.0		
