level_0	index	WIGOS	station_name	latitude	longitude	elevation	ObsRems	original_lat	original_lon	station_id	start_date	end_date	isRadio	distance_km	distance_km_minusLat	inventory	WIGOS_calc	city	city_dist_km	city_lat	city_lon	station_id_igra	WMO_id	Unnamed: 0	date_min	date_max
0	0		ENTEBBE AIRPORT	0.05	32.45	1155.0				63705	1959.0	2018.0	True	33.6		IGRA2	0-20300-0-63705	entebbe	1.6	0.0644444	32.44694439999999	UGM00063705				
0	0	0-20000-0-63705	ENTEBBE AIRPORT	0.05	32.45	1155.0	Climatological station, Surface land meteorological station (SYNOP), GOS, RBSN(S), RBCN	00 03 00N	032 27 00E	63705	999.0	999.0	False	33.6		OSCAR	0-20000-0-63705	entebbe	1.6	0.0644444	32.44694439999999					
0	0		ENTEBBE AIRPORT          	0.05	32.45	1155.0				63705				33.6		WMO	0-20700-0-63705	entebbe	1.6	0.0644444	32.44694439999999		63705	1931.0		
